Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000014/23;014;CONVITE;23;3;Homologada  ;10/02/2023;09:00;280.630,57;280.430,57;Contratação de empresa especializada na prestação de serviços especializados de reforma e adaptação, incluído fornecimento de materiais, para revitali;31/01/2023;16/02/2023;;N;;;;
000013/23;013;PREGÃO PRESENCIAL;23;4;Homologada  ;14/02/2023;08:30;980.011,00;576.400,00;Registro de Preço para aquisições de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do Município d;31/01/2023;14/02/2023;;S;24/02/2024;;;
000012/23;012;CONVITE;23;2;Homologada  ;09/02/2023;14:30;175.305,60;169.632,00;Contratação de empresa especializada na prestação de serviços de seguranças não armados, para atender a demanda da Praia Municipal de Riolândia-SP, pe;26/01/2023;09/02/2023;;N;;;;
000010/23;010;DISPENSA;23;4;Homologada  ;25/01/2023;08:00;56.668,94;54.960,00;aquisição de carteiras / conjuntos escolares, para atender as necessidades da Rede Municipal de Ensino do Município de Riolândia-SP, conforme especifi;13/01/2023;25/01/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000009/23;009;PREGÃO PRESENCIAL;23;2;Homologada  ;08/02/2023;08:30;796.651,15;435.635,40;Registro de preços para aquisições de diversos materiais esportivos, visando a manutenção das atividades correlatas desenvolvidas pelos diversos setor;23/01/2023;08/02/2023;;S;15/02/2024;;;
000008/23;008;DISPENSA;23;3;Homologada  ;23/01/2023;08:00;49.625,00;49.300,00;contratação de empresa especializada em prestação de serviços de termonebulização (fumacê), conforme especificações técnicas e quantidades contidas no;02/01/2023;23/01/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000007/23;007;PREGÃO PRESENCIAL;23;1;Homologada  ;13/03/2023;08:30;2.509.650,00;2.502.500,00;Contratação de serviços de administração, gerenciamento, emissão e fornecimento de documentos de legitimação – Auxílio Alimentação, na forma de cartão;28/02/2023;13/03/2023;;N;;;;
000006/23;006;INEXIGIBILIDADE;23;3;Homologada  ;16/01/2023;08:00;141.250,00;115.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;;Art. 25, III, Lei 8666/93;;
000005/23;005;INEXIGIBILIDADE;23;2;Homologada  ;16/01/2023;08:00;80.471,25;80.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;;Art. 25, III, Lei 8666/93;;
000004/23;004;INEXIGIBILIDADE;23;1;Homologada  ;16/01/2023;08:00;397.530,00;328.500,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;;Art. 25, III, Lei 8666/93;;
000003/23;003;CONVITE;23;1;Homologada  ;17/01/2023;09:30;76.985,00;76.100,00;Aquisição de impressoras, para atender as necessidades de diversos setores da Prefeitura Municipal de Riolândia/SP, conforme especificações técnicas e;06/01/2023;17/01/2023;;N;;;;
000002/23;002;DISPENSA;23;2;Homologada  ;06/01/2023;08:00;5.798,66;5.598,00;Aquisição de dois ares condicionados (Split 12.000 btu’s), para atender a necessidade do Setor de Contabilidade do Município de Riolândia/SP, conforme;02/01/2023;06/01/2023;;N;;Art. 24, II, Lei 8666/93;;
000001/23;001;DISPENSA;23;1;Homologada  ;04/01/2023;09:00;17.126,40;17.011,20;Contratação de mão de obra de serviços gerais para realizar limpeza e capina manual em diversas ruas e canteiros do Município de Riolândia/SP, conform;20/12/2022;04/01/2023;;N;;Art. 24, II, Lei 8666/93;;
