Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000100/23;100;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);23;41;Homologada  ;04/12/2023;08:30;785.959,20;722.630,00;Registro de Preço para aquisição de uniformes escolares, para distribuição aos alunos matriculados nas escolas municipais de Riolândia-SP, pelo períod;21/11/2023;04/12/2023;;S;14/12/2024;;;
000099/23;099;CONVITE;23;8;Homologada  ;28/11/2023;09:30;94.878,00;92.214,00;Contratação de empresa especializada em serviços de fornecimento de rede de fibra óptica e internet, para atender as necessidades de diversos setores ;14/11/2023;28/11/2023;;N;;;;
000098/23;098;PREGÃO PRESENCIAL;23;40;Homologada  ;21/11/2023;08:30;357.999,96;339.600,00;Contratação, em regime de empreitada por preço global, de empresa especializada em serviços saúde, para atendimento na Penitenciária “João batista de ;27/10/2023;21/11/2023;;N;;;;
000097/23;097;DISPENSA;23;38;Homologada  ;01/11/2023;08:00;10.700,00;9.500,00;Contratação de empresa especializada, para elaboração de projeto de urbanismo de construção de praça temática no Município de Riolândia-SP, com aproxi;23/10/2023;01/11/2023;;N;;Art. 24, I, Lei 8666/93;;
000096/23;096;DISPENSA;23;37;Homologada  ;27/10/2023;08:00;38.299,97;34.750,00;Aquisição de balcão, mesas e bancos de ardósia, incluso instalação, para atender as necessidades da EMEB Prefeito Ruy Malachias Ferreira e EMEI Profª ;18/10/2023;27/10/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000095/23;095;PREGÃO PRESENCIAL;23;39;Homologada  ;10/11/2023;08:00;1.060.610,90;981.506,00;Registro de Preço para eventuais aquisições de diversos tipos de materiais hospitalares, visando atender a demanda das Unidades Básicas de Saúde do Mu;25/10/2023;10/11/2023;;S;23/11/2024;;;
000094/23;094;DISPENSA;23;36;Homologada  ;24/10/2023;08:00;14.793,34;14.650,00;Aquisição de letreiro e placa em aço inox, para atender as necessidades da nova UBS “Marcos Ferreira de Souza” do Município de Riolândia/SP, conforme ;01/09/2023;24/10/2023;;N;;Art. 24, II, Lei 8666/93;;
000093/23;093;PREGÃO PRESENCIAL;23;38;Homologada  ;07/11/2023;08:30;647.429,60;620.120,00;Registro de Preço para eventuais aquisições de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipa;20/10/2023;07/11/2023;;S;17/11/2024;;;
000092/23;092;DISPENSA;23;35;Homologada  ;20/10/2023;09:00;10.900,00;9.900,00;Contratação de empresa especializada, para elaboração de projeto de urbanismo de construção de praça temática no Município de Riolândia-SP, com aproxi;16/10/2023;20/10/2023;;N;;Art. 24, I, Lei 8666/93;;
000091/23;091;PREGÃO PRESENCIAL;23;37;Homologada  ;01/11/2023;08:00;3.952.991,13;1.761.035,00;Registro de Preço para eventuais aquisições de materiais de expediente e papelaria, para atender a demanda de diversos setores da Prefeitura Municipal;16/10/2023;01/11/2023;;S;13/11/2024;;;
000090/23;090;DISPENSA;23;34;Homologada  ;02/10/2023;08:00;25.198,90;21.464,50;Aquisição de eletrodomésticos para distribuição aos contribuintes, através de sorteio a ser realizado pela Prefeitura Municipal de Riolândia, atendend;28/08/2023;02/10/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000089/23;089;PREGÃO PRESENCIAL;23;36;Homologada  ;16/10/2023;08:03;174.090,60;81.110,00;Registro de Preço para eventuais aquisições de madeiras, para atender a demanda da Prefeitura Municipal de Riolândia, com entrega parcelada pelo perío;25/09/2023;16/10/2023;;S;24/10/2024;;;
000088/23;088;PREGÃO PRESENCIAL;23;35;Homologada  ;05/10/2023;08:00;565.417,20;481.595,00;Registro de Preços para aquisições de gêneros alimentícios não perecíveis, para atendimento às necessidades do serviço de merenda escolar da Rede Muni;20/09/2023;05/10/2023;;S;16/10/2024;;;
000087/23;087;PREGÃO PRESENCIAL;23;34;Homologada  ;03/10/2023;08:30;531.960,00;420.000,00;Registro de Preço de empresa especializada na realização de oficinas de atividades socioeducativas no âmbito dos programas da Assistência Social do mu;18/09/2023;03/10/2023;;S;10/10/2024;;;
000086/23;086;DISPENSA;23;33;Homologada  ;12/09/2023;08:00;16.500,00;16.200,00;Contratação de empresa especializada no fornecimento de estrutura técnica e operacional e apresentação de DJ’s, visando a realização do tradicional ev;01/09/2023;12/09/2023;;N;;Art. 24, II, Lei 8666/93;;
000085/23;085;PREGÃO PRESENCIAL;23;33;Homologada  ;26/09/2023;08:30;306.244,80;243.900,00;Contratação de empresa para prestação de serviços de vigias e seguranças (não armados), para atender as necessidades da Praia Municipal de Riolândia -;11/09/2023;26/09/2023;;N;;;;
000084/23;084;PREGÃO PRESENCIAL;23;32;Homologada  ;22/09/2023;08:00;850.100,57;599.069,85;Registro de Preço para eventuais aquisições de alimentos perecíveis e não perecíveis, destinados a projetos e programas da Assistência Social do Munic;05/09/2023;22/09/2023;;S;02/10/2024;;;
000083/23;083;DISPENSA;23;32;Homologada  ;30/08/2023;08:00;50.645,60;50.497,60;Contratação de empresa especializada na prestação de serviços especializados em rede elétrica de baixa tensão, para realizar em diversos ambientes e p;24/07/2023;30/08/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000082/23;082;PREGÃO PRESENCIAL;23;31;Homologada  ;11/09/2023;08:00;3.683.522,11;1.883.398,48;Registro de preço para eventuais aquisições de materiais de higiene e limpeza, para atender a demanda de diversos setores da Prefeitura Municipal de R;21/08/2023;11/09/2023;;S;18/09/2024;;;
000081/23;081;DISPENSA;23;31;Homologada  ;14/08/2023;09:00;22.200,00;19.200,00;locação do imóvel residencial, situado na Rua 08, nº 668, Centro, no Município de Riolândia-SP, destinado ao funcionamento da “Casa Lar” de Riolândia-;03/08/2023;14/08/2023;;N;;Art. 24, X, Lei 8666/93;;
000080/23;080;DISPENSA;23;30;Homologada  ;08/08/2023;08:00;18.085,00;17.025,84;Aquisição de diversos tipos de jogos, materiais esportivos e mobiliários, para atender as necessidades do Serviço de Convivência Criança e Adolescente;19/06/2023;08/08/2023;;N;;Art. 24, II, Lei 8666/93;;
000079/23;079;DISPENSA;23;29;Homologada  ;09/08/2023;09:00;20.680,50;19.646,00;Contratação de empresa especializada em construção e reconstrução de cercas provisórias, incluso ajudante de carpinteiro com encargos complementares, ;18/07/2023;09/08/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000078/23;078;PREGÃO PRESENCIAL;23;30;Homologada  ;23/08/2023;08:30;6.169.000,00;6.125.817,00;Registro de preço para a aquisição de combustíveis para abastecimento direto da frota municipal, através de postos de serviços, pelo período 12 (doze);09/08/2023;23/08/2023;;S;30/08/2024;;;
000077/23;077;PREGÃO PRESENCIAL;23;29;Homologada  ;17/08/2023;08:30;575.969,81;505.723,80;Registro de Preço de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de auto elétrica, para manutenção preventi;26/07/2023;17/08/2023;;S;28/08/2024;;;
000076/23;076;DISPENSA;23;28;Homologada  ;01/08/2023;09:00;35.231,22;32.995,68;Contratação de empresa especializada em execução de pavimentação / serviços de “tapa buraco”, incluindo limpeza, preparo da base, compactação, equipam;03/07/2023;01/08/2023;;N;;Art. 24, I, Lei 8666/93;;
000075/23;075;PREGÃO PRESENCIAL;23;28;Homologada  ;15/08/2023;08:30;720.831,20;648.300,00;Registro de Preço para fornecimento de Oxigênio Medicinal em sistema de comodato dos cilindros, para atender os pacientes da Rede Básica de Saúde do M;31/07/2023;15/08/2023;;S;24/08/2024;;;
000074/23;074;DISPENSA;23;27;Homologada  ;19/07/2023;09:00;15.910,58;15.430,00;Aquisição de cadeiras giratórias, para atender as necessidades do Setor Administrativo da Prefeitura Municipal de Riolândia-SP, conforme especificaçõe;19/06/2023;19/07/2023;;N;;Art. 24, II, Lei 8666/93;;
000073/23;073;DISPENSA;23;26;Homologada  ;17/07/2023;08:00;21.333,00;17.493,06;Aquisição de massa asfáltica usinada a quente para aplicação a frio, para uso do Departamento de Obras e Serviços Municipais da Prefeitura Municipal d;29/06/2023;17/07/2023;;N;;Art. 24, II, Lei 8666/93;;
000072/23;072;TOMADA DE PREÇOS;23;2;Homologada  ;01/08/2023;09:00;332.537,81;279.956,87;contratação de empresa especializada em obras, para construção de duas praças no Município de Riolândia/SP, com fornecimento de mão de obra, material ;07/07/2023;01/08/2023;;N;;;;
000071/23;071;DISPENSA;23;25;Homologada  ;12/07/2023;08:00;38.996,67;35.000,00;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional, para realização do tradicional evento de “Festa do Peão” do M;04/07/2023;12/07/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000070/23;070;PREGÃO PRESENCIAL;23;27;Homologada  ;24/07/2023;08:30;97.308,46;97.288,00;Registro de Preço para eventuais aquisições de rações caninas, para atender a demanda do Canil Municipal de Riolândia/SP, com entrega parcelada pelo p;04/07/2023;24/07/2023;;S;01/08/2024;;;
000068/23;068;PREGÃO PRESENCIAL;23;26;Homologada  ;18/07/2023;08:30;313.695,00;285.000,00;Registro de Preço para eventuais aquisições de cestas básicas de alimentos, para suprir a demanda do Fundo Municipal de Assistência e Promoção Social ;26/06/2023;18/07/2023;;S;25/07/2024;;;
000067/23;067;DISPENSA;23;24;Homologada  ;30/06/2023;08:00;16.706,64;14.940,00;Contratação de empresa especializada em fornecimento de quadro, vidro e borracha de janela, incluso correta instalação, para realizar reforma das jane;19/05/2023;30/06/2023;;N;;Art. 24, II, Lei 8666/93;;
000066/23;066;PREGÃO PRESENCIAL;23;25;Homologada  ;11/07/2023;08:30;458.930,00;333.820,00;Registro de preço de empresa especializada no fornecimento de produtos de panificação, para suprir as necessidades dos diversos setores da Prefeitura ;23/06/2023;11/07/2023;;S;18/07/2024;;;
000065/23;065;PREGÃO PRESENCIAL;23;24;Homologada  ;06/07/2023;08:00;418.280,09;171.057,65;Aquisição de equipamentos, mobiliários e eletrodomésticos, para suprir as necessidades do Ponto de Apoio para Atendimento à Saúde do Município de Riol;20/06/2023;06/07/2023;;N;;;;
000064/23;064;DISPENSA;23;23;Homologada  ;21/06/2023;08:00;1.455,00;1.350,00;locação de imóvel para conceder aluguel social pelo período de 3 (três) meses.;14/06/2023;21/06/2023;;N;;Art. 24, X, Lei 8666/93;;
000063/23;063;INEXIGIBILIDADE;23;9;Homologada  ;21/06/2023;08:00;59.437,50;40.000,00;Contratação de profissional do setor artístico, para realização de show para as festividades da tradicional “Festa do Peão” do Município de Riolândia-;06/06/2023;21/06/2023;;N;;Art. 25, III, Lei 8666/93;;
000062/23;062;INEXIGIBILIDADE;23;8;Homologada  ;21/06/2023;08:00;93.000,00;75.000,00;Contratação de profissional do setor artístico, para realização de show para as festividades da tradicional “Festa do Peão” do Município de Riolândia-;06/06/2023;21/06/2023;;N;;Art. 25, III, Lei 8666/93;;
000061/23;061;PREGÃO PRESENCIAL;23;23;Homologada  ;04/07/2023;;249.203,06;233.200,00;Registro de Preço de empresa especializada no fornecimento de toners, cartuchos e cilindros, para suprir as necessidades de diversos setores da Prefei;19/06/2023;04/07/2023;;S;11/07/2024;;;
000060/23;060;PREGÃO PRESENCIAL;23;22;Homologada  ;29/06/2023;08:00;4.959.147,24;1.648.026,70;Registro de preço para aquisições de medicamentos da Relação Municipal de Medicamentos Essenciais (REMUME), para atender as unidades básicas de saúde ;12/06/2023;29/06/2023;;S;07/07/2024;;;
000059/23;059;DISPENSA;23;22;Homologada  ;14/06/2023;08:00;49.316,15;45.378,50;  Aquisição de câmeras de monitoramento, incluída instalação das mesmas e do sistema de operação, para atender a demanda de diversos setores do Municí;04/05/2023;14/06/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000058/23;058;DISPENSA;23;21;Homologada  ;07/06/2023;08:00;10.306,67;9.980,00;Contratação em empresa especializada em serviços fotográficos aéreos, para realizar fotos do Município de Riolândia-SP, conforme especificações técnic;17/05/2023;07/06/2023;;N;;Art. 24, II, Lei 8666/93;;
000057/23;057;CONVITE;23;7;Homologada  ;15/06/2023;09:30;118.806,87;113.580,00;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e serviços de seguranças não armados, para realização do tradi;30/05/2023;15/06/2023;;N;;;;
000056/23;056;PREGÃO PRESENCIAL;23;21;Homologada  ;16/06/2023;08:00;1.823.432,60;947.311,98;Registro de preços para a aquisição de pneus novos, para suprir as necessidades de manutenção da frota dos diversos setores da Prefeitura Municipal de;25/05/2023;16/06/2023;;S;04/07/2024;;;
000055/23;055;PREGÃO PRESENCIAL;23;20;Homologada  ;05/06/2023;08:30;307.599,96;132.492,00;Contratação de empresa especializada em serviço de coleta regular de resíduos sólidos urbanos, para atender a demanda do Município de Riolândia, pelo ;22/05/2023;05/06/2023;;N;;;;
000054/23;054;PREGÃO PRESENCIAL;23;19;Homologada  ;01/06/2023;08:30;349.300,00;309.800,00;Aquisição de laticínios para atendimento às necessidades do serviço de Merenda Escolar da Rede Municipal de Ensino e programas vinculados à Assistênci;17/05/2023;01/06/2023;;N;;;;
000053/23;053;PREGÃO PRESENCIAL;23;18;Homologada  ;31/05/2023;08:30;798.650,00;614.150,00;Registro de Preço para eventuais aquisições de bobinas de plástico (sacos de lixo), para suprir a demanda de diversos setores da Prefeitura Municipal ;10/05/2023;31/05/2023;;S;12/06/2024;;;
000052/23;052;INEXIGIBILIDADE;23;7;Homologada  ;12/05/2023;08:00;150.000,00;150.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional Juninão do Município de Riolândia-SP, que o;18/04/2023;12/05/2023;;N;;Art. 25, III, Lei 8666/93;;
000051/23;051;INEXIGIBILIDADE;23;6;Homologada  ;12/05/2023;08:00;145.000,00;145.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional Juninão do Município de Riolândia-SP, que o;18/04/2023;12/05/2023;;N;;Art. 25, III, Lei 8666/93;;
000050/23;050;CONVITE;23;6;Homologada  ;19/05/2023;09:00;140.741,74;137.007,69;Contratação de empresa especializada na prestação de serviços especializados de engenharia, incluindo materiais e serviços, para implantação e remoder;09/05/2023;19/05/2023;;N;;;;
000049/23;049;DISPENSA;23;20;Homologada  ;02/05/2023;08:00;17.846,68;17.000,00;Aquisição de pneus, para atender as necessidades de um Caminhão da coleta de resíduos sólidos urbanos e de um Micro Ônibus do setor de saúde do Municí;30/03/2023;02/05/2023;;N;;Art. 24, II, Lei 8666/93;;
000048/23;048;DISPENSA;23;19;Homologada  ;26/04/2023;08:00;1.470,00;1.350,00;aluguel social pelo período de 3 (três) meses;05/04/2023;26/04/2023;;N;;Art. 24, X, Lei 8666/93;;
000047/23;047;DISPENSA;23;18;Homologada  ;25/04/2023;08:30;32.720,04;32.400,00;Contratação de empresa especializada na prestação de serviços de assessoria, consultoria e apoio na realização de geoprocessamento de dados dos polígo;08/03/2023;25/04/2023;;N;;Art. 24, I, Lei 8666/93;;
000046/23;046;DISPENSA;23;17;Homologada  ;20/04/2023;08:00;45.241,20;39.577,20;Contratação de empresa especializada na prestação de serviços de outsourcing telefonia móvel e (serviço móvel pessoal - SMP) na modalidade de voz/dado;09/03/2023;20/04/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000045/23;045;PREGÃO PRESENCIAL;23;17;Homologada  ;11/05/2023;08:30;976.569,90;592.732,95;Registro de Preços de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, com entrega parcela;27/04/2023;11/05/2023;;S;22/05/2024;;;
000044/23;044;PREGÃO PRESENCIAL;23;16;Homologada  ;04/05/2023;08:30;733.291,99;574.692,75;Registro de Preço para aquisição de gêneros alimentícios perecíveis e não perecíveis, para atendimento às necessidades de diversos setores da Administ;14/04/2023;04/05/2023;;S;11/05/2024;;;
000043/23;043;PREGÃO PRESENCIAL;23;15;Em Andamento;26/04/2023;08:30;976.575,42;0,00;Registro de Preços de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, com entrega parcela;05/04/2023;;;S;;;;
000042/23;042;DISPENSA;23;16;Homologada  ;31/03/2023;08:00;12.499,98;12.000,00;Contratação de empresa especializada na prestação de serviços de assessoria técnica, acompanhamento e capacitação de servidor público, para elaboração;13/03/2023;31/03/2023;;N;;Art. 24, II, Lei 8666/93;;
000040/23;040;INEXIGIBILIDADE;23;5;Homologada  ;30/03/2023;08:00;8.696,50;8.696,50;Contratação de empresa/editora especializada para confecção de cartilhas, com entrega parcelada pelo período de 6 (seis) meses, e de acordo com o Anex;13/03/2023;30/03/2023;;N;;Art. 25, I, Lei 8666/93;;
000039/23;039;DISPENSA;23;15;Homologada  ;30/03/2023;08:00;23.005,20;21.040,00;Aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;20/03/2023;30/03/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000038/23;038;DISPENSA;23;14;Homologada  ;27/03/2023;08:00;31.194,00;25.200,00;Contratação de empresa especializada no fornecimento de ovos de Páscoa, para atender as necessidades do Fundo Social de Solidariedade de Riolândia, co;02/03/2023;27/03/2023;;N;;Art. 75, II, Lei 14.133/2021;;
000037/23;037;DISPENSA;23;13;Homologada  ;21/03/2023;11:00;17.383,33;17.000,00;Contratação de empresa especializada em elaboração de conteúdo digital, para realizar propaganda institucional de Riolândia-SP, em comemoração aos 69 ;08/03/2023;21/03/2023;;N;;Art. 24, II, Lei 8666/93;;
000036/23;036;PREGÃO PRESENCIAL;23;14;Homologada  ;31/03/2023;08:00;200.680,00;175.000,00;O registro de preços para a contratação de empresa especializada em serviços de solda preventiva e corretiva em veículos, maquinários e mobiliários, d;17/03/2023;31/03/2023;;S;11/04/2024;;;
000034/23;034;INEXIGIBILIDADE;23;4;Homologada  ;09/03/2023;11:00;396.000,00;396.000,00;Contratação de empresa/editora especializada em livros, para confecção de livro do Município de Riolândia-SP, contando a história e geografia da nossa;10/01/2023;09/03/2023;;N;;Art. 25, I, Lei 8666/93;;
000033/23;033;DISPENSA;23;12;Homologada  ;10/03/2023;08:00;17.069,40;16.065,00;Contratação de empresa especializada no fornecimento de brinquedos, para atender as necessidades das Creches e Pré Escolas municipais de Riolândia-SP,;10/02/2023;10/03/2023;;N;;Art. 24, II, Lei 8666/93;;
000032/23;032;DISPENSA;23;11;Homologada  ;02/03/2023;08:00;14.466,67;12.600,00;Contratação de empresa especializada na prestação de serviços de assessoria junto ao CMDCA para planejamento, organização, realização e processamento ;20/01/2023;02/03/2023;;N;;Art. 24, II, Lei 8666/93;;
000031/23;031;PREGÃO PRESENCIAL;23;12;Homologada  ;22/03/2023;08:30;340.771,05;318.400,00;Aquisição de equipamentos (poltronas e condicionadores de ar), visando suprir as necessidades do Centro de Eventos Adelino Gazeloto do Município de Ri;27/02/2023;22/03/2023;;N;;;;
000029/23;029;DISPENSA;23;10;Homologada  ;28/02/2023;08:00;17.566,67;17.200,00;contratação de empresa especializada na prestação de serviços de planejamento e execução de Concurso Público no município de Riolândia, conforme espec;17/02/2023;28/02/2023;;N;;Art. 24, II, Lei 8666/93;;
000028/23;028;DISPENSA;23;9;Homologada  ;24/02/2023;08:00;8.451,50;8.000,00;Contratação de empresa especializada em desenvolvimento de projeto técnico de combate e prevenção a incêndio, e aprovação junto ao corpo de bombeiros,;06/02/2023;24/02/2023;;N;;Art. 24, I, Lei 8666/93;;
000027/23;027;DISPENSA;23;8;Homologada  ;24/02/2023;08:00;17.666,67;16.000,00;Contratação de profissional artístico (dee jay) para apresentação nas festividades em comemoração ao “69º Aniversário de Emancipação Política do Munic;24/01/2023;24/02/2023;;N;;Art. 24, II, Lei 8666/93;;
000026/23;026;PREGÃO PRESENCIAL;23;10;Homologada  ;10/03/2023;08:30;4.009.267,00;2.566.180,00;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;21/02/2023;10/03/2023;;S;17/03/2024;;;
000025/23;025;PREGÃO PRESENCIAL;23;9;Homologada  ;08/03/2023;08:30;823.940,98;754.400,00;Registro de Preço para contratação de empresa especializada em fornecimento de peças/equipamentos e prestação de serviços de manutenção preventiva e c;16/02/2023;08/03/2023;;S;15/03/2024;;;
000023/23;023;DISPENSA;23;7;Homologada  ;13/02/2023;08:00;11.663,16;10.000,00;Aquisição de câmeras de monitoramento, incluída instalação das mesmas e do sistema de operação, para atender a demanda da escola Maria Aparecida do Sa;30/01/2023;13/02/2023;;N;;Art. 24, II, Lei 8666/93;;
000022/23;022;PREGÃO PRESENCIAL;23;7;Homologada  ;02/03/2023;08:30;188.392,80;174.600,00;Registro de preço para eventual aquisição de gás liquefeito de petróleo – GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Prefe;08/02/2023;02/03/2023;;S;09/03/2024;;;
000021/23;021;CONVITE;23;5;Homologada  ;24/02/2023;09:30;175.979,30;174.630,00;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e serviços de seguranças não armados, para realização do tradi;07/02/2023;24/02/2023;;N;;;;
000020/23;020;DISPENSA;23;6;Homologada  ;10/02/2023;08:00;10.333,33;10.000,00;Aquisição de calhas com corte, incluído correta instalação, visando atender as necessidades do Velório Municipal do Município de Riolândia-SP, conform;16/01/2023;10/02/2023;;N;;Art. 24, II, Lei 8666/93;;
000019/23;019;DISPENSA;23;5;Homologada  ;13/02/2023;08:00;34.401,17;32.954,00;Contratação de empresa especializada no fornecimento de braços de iluminação pública, com instalação, visando a substituição dos braços fora do padrão;17/01/2023;13/02/2023;;N;;Art. 24, I, Lei 8666/93;;
000017/23;017;TOMADA DE PREÇOS;23;1;Homologada  ;28/02/2023;14:00;271.146,76;253.000,00;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;28/02/2023;28/02/2023;;N;;;;
000016/23;016;CONVITE;23;4;Homologada  ;15/02/2023;09:00;92.959,52;92.448,05;Contratação de empresa especializada na prestação de serviços especializados de reforma e adaptação, incluído fornecimento de materiais, para revitali;01/02/2023;15/02/2023;;N;;;;
000015/23;015;PREGÃO ELETRÔNICO;23;5;Homologada  ;17/02/2023;08:01;754.078,50;689.939,00;Registro de Preço para aquisição de uniformes escolares, para distribuição aos alunos matriculados nas escolas municipais de Riolândia-SP, pelo períod;25/01/2023;17/02/2023;;S;06/03/2024;;;
