Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000093/24;093;INEXIGIBILIDADE;24;12;Homologada  ;07/11/2024;09:00;20.000,00;20.000,00;"O objeto do presente contrato consiste na apresentação de um show a ser realizado pelo artista "" SEU MOÇO "" e todos os componentes da equipe de operaç";04/11/2024;07/11/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000092/24;092;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;39;Encerrada   ;25/11/2024;08:30;204.809,83;0,00;Aquisição de um veículo zero quilômetro, para uso exclusivo no atendimento às demandas administrativas e operacionais do Gabinete da Prefeitura Munici;06/11/2024;28/11/2024;;N;;Art. 28, Lei 14.133/2021;;
000091/24;091;INEXIGIBILIDADE;24;11;Homologada  ;05/11/2024;13:00;25.000,00;25.000,00;Contratação de profissional do setor artístico, para realização de show na tradicional Festa de Ano Novo do Município de Riolândia-SP;30/10/2024;05/11/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000090/24;090;DISPENSA;24;36;Homologada  ;29/10/2024;08:30;492.272,65;437.400,04;Adesão à Ata de Registro de Preços n° 011/2024 (Pregão nº 009/2024 - Processo nº 025/2024) firmada entre a Prefeitura Municipal de Cardoso e as empres;04/10/2024;29/10/2024;S;S;31/10/2025;Art. 75, III, Lei 14.133/2021;;
000089/24;089;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;38;Homologada  ;12/11/2024;08:30;190.612,50;174.600,00;Aquisição de ambulância destinada a atender as necessidades das Unidades de Saúde do Município de Riolândia-SP, conforme especificações e quantidades ;30/10/2024;12/11/2024;;N;;Art. 28, Lei 14.133/2021;;
000088/24;088;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;37;Fracassada  ;06/11/2024;08:30;204.809,83;0,00;Aquisição de um veículo zero quilômetro, para uso exclusivo no atendimento às demandas administrativas e operacionais do Gabinete da Prefeitura Munici;17/10/2024;;;N;;Art. 28, Lei 14.133/2021;;
000086/24;086;DISPENSA;24;35;Homologada  ;21/10/2024;08:30;29.405,62;28.409,07;Aquisição de 5 unidades de Smart TV LED 50’’, 2 unidades de Micro Ondas 21 litros e 3 unidades de Ar condicionado Split 9.000 BTUS, para realizar sort;04/10/2024;21/10/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000085/24;085;PREGÃO PRESENCIAL;24;36;Homologada  ;30/10/2024;08:00;819.033,62;726.282,90;Registro de Preço para eventuais aquisições de alimentos perecíveis e não perecíveis, destinados a projetos e programas da Assistência Social do Munic;16/10/2024;30/10/2024;;S;07/11/2025;;;
000084/24;084;PREGÃO PRESENCIAL;24;35;Homologada  ;25/10/2024;08:30;673.195,50;495.420,00;Registro de Preço para aquisição futura e parcelada de leites especiais e suplementos alimentares, tendo em vista crianças e adultos com diversos prob;09/10/2024;25/10/2024;;S;01/11/2025;;;
000083/24;083;DISPENSA;24;34;Homologada  ;07/10/2024;08:30;40.400,04;36.000,00;Contratação de empresa especializada em locação de equipamentos de radiocomunicação, para atender as necessidades do SAMU de Riolândia-SP, com execuçã;24/09/2024;07/10/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000082/24;082;PREGÃO PRESENCIAL;24;34;Homologada  ;16/10/2024;08:30;565.366,80;513.988,00;Registro de Preços para aquisições de gêneros alimentícios não perecíveis, para atendimento às necessidades do serviço de merenda escolar da Rede Muni;02/10/2024;16/10/2024;;S;23/10/2025;;;
000081/24;081;PREGÃO PRESENCIAL;24;33;Homologada  ;02/10/2024;08:30;503.300,00;380.000,00;Registro de Preço de empresa especializada na realização de oficinas de atividades socioeducativas no âmbito dos programas da Assistência Social do Mu;16/09/2024;02/10/2024;;S;09/10/2025;;;
000080/24;080;DISPENSA;24;33;Homologada  ;19/09/2024;08:30;11.072,63;9.166,86;aquisição de fones de ouvido headset, aparelho smart TV e componentes de robótica, visando atender a Educação em Tempo Integral (anos iniciais) do Mun;03/09/2024;24/09/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000079/24;079;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;32;Homologada  ;26/09/2024;08:30;7.591.000,00;7.591.000,00;Registro de Preço para a contratação de empresa(s) especializada(s) no fornecimento de combustíveis, para abastecimento direto da frota municipal do M;11/09/2024;26/09/2024;;S;02/10/2025;Art. 28, Lei 14.133/2021;;
000078/24;078;DISPENSA;24;32;Homologada  ;11/09/2024;08:30;25.330,00;24.100,00;Aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;26/08/2024;11/09/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000077/24;077;DISPENSA;24;31;Homologada  ;10/09/2024;08:30;22.261,87;19.640,00;Contratação de empresa especializada em fornecimento de uniformes, para atender a demanda do setor da saúde do município de Riolândia/SP, conforme esp;21/08/2024;10/09/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000076/24;076;PREGÃO PRESENCIAL;24;31;Homologada  ;24/09/2024;08:30;383.500,70;347.600,00;Registro de Preço para fornecimento de Oxigênio Medicinal em sistema de comodato dos cilindros, para atender os pacientes da Rede Básica de Saúde do M;09/09/2024;24/09/2024;;S;01/10/2025;;;
000075/24;075;PREGÃO PRESENCIAL;24;30;Homologada  ;09/09/2024;08:30;562.348,28;532.463,00;Registro de Preço para eventuais aquisições de peças, acessórios e serviços de auto elétrica, para manutenção preventiva e corretiva da frota da Prefe;23/08/2024;09/09/2024;;S;16/09/2025;;;
000074/24;074;PREGÃO PRESENCIAL;24;29;Homologada  ;02/09/2024;08:30;793.113,33;499.514,00;Registro de preços para aquisições de diversos materiais esportivos, visando a manutenção das atividades correlatas desenvolvidas pelos diversos setor;16/08/2024;02/09/2024;;S;09/09/2025;;;
000073/24;073;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;28;Encerrada   ;26/08/2024;08:30;720.831,20;0,00;Registro de Preço para fornecimento de Oxigênio Medicinal em sistema de comodato dos cilindros, para atender os pacientes da Rede Básica de Saúde do M;13/08/2024;;;S;;;;
000072/24;072;DISPENSA;24;30;Homologada  ;05/08/2024;08:30;20.829,67;20.018,00;Contratação de empresa especializada em serviços de engenharia, para implantação de sistemas de combate e prevenção contra incêndio, para atender as n;16/07/2024;05/08/2024;;N;;Art. 75, I, Lei 14.133/2021;;
000071/24;071;PREGÃO PRESENCIAL;24;27;Homologada  ;16/08/2024;08:30;266.299,18;196.583,00;Registro de Preço de empresa especializada no fornecimento de peças/acessórios e prestação de serviços de mão de obra mecânica, para manutenção de div;31/07/2024;16/08/2024;;S;23/08/2025;;;
000070/24;070;PREGÃO PRESENCIAL;24;26;Homologada  ;09/08/2024;08:30;513.260,00;462.180,00;Registro de preço de empresa especializada no fornecimento de produtos de panificação, para suprir as necessidades dos diversos setores da Prefeitura ;26/07/2024;09/08/2024;;S;16/08/2025;;;
000069/24;069;INEXIGIBILIDADE;24;10;Homologada  ;22/07/2024;09:00;35.400,00;33.888,00;Locação imóvel comercial, localizado a Rua 12, nº 1476 /1472, Centro, no Município de Riolândia, para funcionamento do Centro de Fisioterapia do Munic;02/07/2024;22/07/2024;;N;;Art. 74, V, Lei 14.133/2021;;
000068/24;068;PREGÃO PRESENCIAL;24;25;Homologada  ;02/08/2024;08:30;1.015.056,43;842.774,00;Registro de Preços de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, com entrega parcela;18/07/2024;02/08/2024;;S;13/08/2025;;;
000067/24;067;PREGÃO PRESENCIAL;24;24;Homologada  ;29/07/2024;09:00;351.225,00;330.000,00;Registro de Preço para eventuais aquisições de cestas básicas de alimentos, para suprir a demanda do Fundo Municipal de Assistência e Promoção Social ;12/07/2024;29/07/2024;;S;06/08/2025;;;
000066/24;066;DISPENSA;24;29;Homologada  ;11/07/2024;08:00;36.513,90;30.017,00;Contratação de empresa especializada em retífica de motor, visando o fornecimento de peças e mão de obra, para atender as necessidades de um caminhão ;19/06/2024;11/07/2024;;N;;Art. 75, I, Lei 14.133/2021;;
000065/24;065;INEXIGIBILIDADE;24;9;Homologada  ;05/07/2024;08:00;140.000,00;140.000,00;Contratação de profissional do setor artístico, para realização de show na tradicional Festa do Peão do Município de Riolândia-SP, nos dias 25 e 26 de;05/07/2024;05/07/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000064/24;064;INEXIGIBILIDADE;24;8;Homologada  ;05/07/2024;08:00;60.000,00;60.000,00;Contratação de profissional do setor artístico, para realização de show na tradicional Festa do Peão do Município de Riolândia-SP, nos dias 25 e 26 de;05/07/2024;05/07/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000063/24;063;PREGÃO PRESENCIAL;24;23;Homologada  ;18/07/2024;08:30;268.816,27;264.630,00;Registro de Preço de empresa especializada no fornecimento de toners, cartuchos e cilindros, para suprir as necessidades de diversos setores da Prefei;03/07/2024;18/07/2024;;S;25/07/2025;;;
000062/24;062;PREGÃO PRESENCIAL;24;22;Homologada  ;16/07/2024;08:30;292.250,00;282.650,00;Registro de Preço para fornecimento de laticínios, para atendimento às necessidades do serviço de Merenda Escolar da Rede Municipal de Ensino e progra;24/06/2024;16/07/2024;;S;23/07/2025;;;
000061/24;061;DISPENSA;24;28;Homologada  ;21/06/2024;08:00;25.998,00;23.919,00;Contratação de empresa especializada no fornecimento de kits de higiene bucal, para atender a demanda da Saúde Bucal do Município de Riolândia-SP, nos;11/06/2024;21/06/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000060/24;060;DISPENSA;24;27;Homologada  ;20/06/2024;08:30;125.000,00;125.000,00;Contratação de empresa especializada na prestação de serviços de publicidade legal de todos os atos de interesse da Contratante, pelo sistema on-line,;05/06/2024;20/06/2024;;N;;Art. 75, IX, Lei 14.133/2021;;
000059/24;059;DISPENSA;24;26;Homologada  ;18/06/2024;08:30;58.866,67;56.000,00;Contratação de empresa especializada na revisão e implementação de melhorias na estrutura organizacional e no quadro de cargos e salários do município;03/06/2024;18/06/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000058/24;058;PREGÃO PRESENCIAL;24;21;Homologada  ;03/07/2024;08:30;380.000,04;363.996,00;Contratação de empresa especializada em serviços saúde (enfermagem), em regime de empreitada por preço global, para atendimento no SAMU do Município d;19/06/2024;03/07/2024;;N;;;;
000057/24;057;PREGÃO PRESENCIAL;24;20;Homologada  ;28/06/2024;08:00;909.550,00;771.000,00;Registro de Preço para aquisições de bobinas de plástico (sacos de lixo), para suprir a demanda de diversos setores da Prefeitura Municipal de Riolând;12/06/2024;28/06/2024;;S;11/07/2025;;;
000056/24;056;PREGÃO PRESENCIAL;24;19;Homologada  ;24/06/2024;08:30;218.400,00;195.000,00;Registro de Preço para contratação de empresa especializada em serviços de solda preventiva e corretiva em veículos, maquinários e mobiliários, para a;05/06/2024;24/06/2024;;S;02/07/2025;;;
000055/24;055;DISPENSA;24;25;Homologada  ;07/06/2024;08:30;7.225,48;6.991,60;Aquisição de diversos tipos de brinquedos, visando atender a Educação em Tempo Integral (anos iniciais) do Município de Riolândia-SP, conforme especif;10/05/2024;07/06/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000054/24;054;PREGÃO PRESENCIAL;24;18;Homologada  ;20/06/2024;08:30;691.386,06;575.048,95;Registro de Preço para fornecimento de gêneros alimentícios, perecíveis e não perecíveis, para atender as necessidades de diversos setores da Administ;03/06/2024;20/06/2024;;S;27/06/2025;;;
000053/24;053;PREGÃO PRESENCIAL;24;17;Homologada  ;18/06/2024;08:30;6.852.132,20;1.449.360,90;Registro de preço para aquisições de medicamentos contidos na Relação Municipal de Medicamentos Essenciais (REMUME), para atender as unidades de saúde;27/05/2024;18/06/2024;;S;26/06/2025;;;
000052/24;052;DISPENSA;24;24;Homologada  ;03/06/2024;08:30;12.357,24;11.822,36;Aquisição de equipamentos eletrônicos e de robótica, visando atender a Educação em Tempo Integral (anos iniciais) do Município de Riolândia-SP, confor;10/05/2024;03/06/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000051/24;051;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;16;Homologada  ;11/06/2024;08:30;108.183,24;89.350,00;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e serviços de seguranças não armados, para realização do tradi;23/05/2024;11/06/2024;;N;;Art. 28, Lei 14.133/2021;;
000050/24;050;DISPENSA;24;23;Homologada  ;22/05/2024;08:30;2.512.926,36;2.512.926,36;contratação de empresa com qualificação em engenharia elétrica, por conta da prestação dos serviços pautados em eficientização de sistemas de energia,;29/04/2024;22/05/2024;;N;;Art. 75, III, Lei 14.133/2021;;
000049/24;049;DISPENSA;24;22;Homologada  ;22/05/2024;08:30;4.414.800,00;4.414.800,00;aquisição de fornecimento kit para sistemas de microgeração e minigeração de energia elétrica a partir de fonte primaria solar (On-grid), estações de ;02/04/2024;22/05/2024;N;N;;Art. 24, XV, Lei 8666/93;;
000048/24;048;DISPENSA;24;21;Homologada  ;22/05/2024;08:00;11.633,25;11.100,00;Contratação de empresa especializada no fornecimento de materiais de papelaria e artesanato, visando atender a Educação em Tempo Integral (anos inicia;03/05/2024;22/05/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000047/24;047;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;15;Homologada  ;28/05/2024;08:30;74.077,87;33.236,00;Aquisição de móveis e equipamentos para atender as necessidades do CAPS e do SAMU do Município de Riolândia-SP, conforme quantidades e especificações ;03/05/2024;28/05/2024;;N;;Art. 28, Lei 14.133/2021;;
000046/24;046;DISPENSA;24;20;Homologada  ;09/05/2024;08:30;111.473,70;108.072,31;Execução de Infraestrutura Urbana com Intervenções de Recapeamento Asfáltico, Microrevestimento, Fresagem, Reciclagem de Pavimento Asfáltico e Compone;18/04/2024;09/05/2024;N;N;;Art. 75, III, Lei 14.133/2021;;
000045/24;045;DISPENSA;24;19;Homologada  ;06/05/2024;08:30;17.593,32;14.776,00;Contratação de empresa especializada no fornecimento de Smart TV LED 50” e Caixa de Som 15” (com acessórios), visando atender a Educação em Tempo Inte;16/04/2024;06/05/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000044/24;044;CONCORRÊNCIA;24;3;Homologada  ;23/05/2024;08:30;94.473,21;94.473,21;Contratação de empresa especializada em execução de pavimentação asfáltica, para realização em vias do Município de Riolândia/SP, com fornecimento de ;30/04/2024;23/05/2024;;N;;;;
000043/24;043;PREGÃO PRESENCIAL;24;14;Homologada  ;14/05/2024;08:30;912.306,87;878.359,00;Registro de Preço de empresa especializada em fornecimento de peças/equipamentos e prestação de serviços de manutenção preventiva e corretiva em Condi;23/04/2024;14/05/2024;;S;21/05/2025;;;
000042/24;042;DISPENSA;24;18;Homologada  ;26/04/2024;08:00;109.439,46;85.019,46;Contratação de empresa especializada em serviços de engenharia, para implantação de sistemas de proteção contra incêndio, para atender as necessidades;17/04/2024;26/04/2024;;N;;Art. 75, I, Lei 14.133/2021;;
000041/24;041;DISPENSA;24;17;Homologada  ;29/04/2024;08:00;59.784,90;47.040,00;Aquisição de areia grossa e areia fina, para suprir as necessidades de diversos setores da Prefeitura Municipal de Riolândia-SP, com entrega parcelada;12/04/2024;29/04/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000040/24;040;PREGÃO PRESENCIAL;24;13;Homologada  ;24/05/2024;08:30;945.853,93;827.317,00;Registro de Preço de serviços de borracharia para manutenção da frota da Prefeitura Municipal de Riolândia-SP, com execução parcelada pelo período de ;25/04/2024;24/05/2024;;S;04/06/2025;;;
000039/24;039;INEXIGIBILIDADE;24;7;Homologada  ;23/04/2024;08:00;80.000,00;80.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;10/04/2024;23/04/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000038/24;038;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;12;Homologada  ;08/05/2024;08:30;185.816,67;179.000,00;Aquisição de uma ambulância, para atender as necessidades das Unidades de Saúde do Município de Riolândia-SP, conforme quantidades e especificações co;23/04/2024;08/05/2024;;N;;Art. 28, Lei 14.133/2021;;
000037/24;037;INEXIGIBILIDADE;24;6;Homologada  ;22/04/2024;08:00;330.000,00;330.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;10/04/2024;22/04/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000036/24;036;DISPENSA;24;16;Homologada  ;19/04/2024;08:30;27.893,99;24.158,00;Contratação de empresa especializada no fornecimento de diversos tipos de materiais esportivos, visando atender a Educação em Tempo Integral (anos ini;11/04/2024;19/04/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000035/24;035;DISPENSA;24;15;Homologada  ;16/04/2024;08:30;17.000,00;17.000,00;contratação de empresa especializada no fornecimento de estrutura técnica e operacional, visando a realização do “Dia do Evangelho” no Município de Ri;09/04/2024;16/04/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000034/24;034;DISPENSA;24;14;Homologada  ;12/04/2024;08:30;51.500,01;49.500,00;contratação de empresa especializada em serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolân;10/04/2024;12/04/2024;;N;;Art. 75, VIII, Lei 14.133/2021;;
000033/24;033;PREGÃO PRESENCIAL;24;11;Homologada  ;23/04/2024;08:30;138.441,88;137.454,00;Registro de Preço para aquisições de rações caninas, visando atender a demanda do Setor Veterinário e Canil Municipal de Riolândia/SP, com entrega par;05/04/2024;23/04/2024;;S;02/05/2025;;;
000032/24;032;DISPENSA;24;13;Homologada  ;03/04/2024;08:30;59.466,25;55.475,00;contratação de empresa especializada no fornecimento de materiais de gráfica, para atender a demanda de diversos setores da Prefeitura Municipal de Ri;05/03/2024;03/04/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000031/24;031;INEXIGIBILIDADE;24;5;Homologada  ;03/04/2024;08:30;35.000,00;35.000,00;Contratação de profissional do setor artístico para realização de show em comemoração ao dia do evangelho no Município de Riolândia-SP, que ocorrerá n;27/03/2024;03/04/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000030/24;030;PREGÃO PRESENCIAL;24;10;Homologada  ;16/04/2024;08:30;202.076,40;133.200,00;Registro de preço para eventual aquisição de gás liquefeito de petróleo - GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Prefe;28/03/2024;16/04/2024;;S;24/04/2025;;;
000029/24;029;CONCORRÊNCIA;24;2;Homologada  ;12/04/2024;08:30;588.867,91;546.900,02;Contratação de empresa especializada em execução de obras, para construção de sanitários e implantação de esculturas e playground nos Sistemas de Laze;21/03/2024;12/04/2024;;N;;;;
000028/24;028;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;9;Homologada  ;09/04/2024;08:30;122.894,10;64.144,50;Registro de Preço para eventuais aquisições de areia grossa, areia fina, pedra britada 1 e pedrisco, para suprir as necessidades de diversos setores d;18/03/2024;09/04/2024;;S;16/04/2025;;;
000027/24;027;INEXIGIBILIDADE;24;4;Homologada  ;20/03/2024;08:00;55.000,00;55.000,00;Contratação de profissional do setor artístico para realização de show em comemoração ao dia do evangelho no Município de Riolândia-SP, que ocorrerá n;19/03/2024;20/03/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000026/24;026;DISPENSA;24;12;Homologada  ;15/03/2024;08:00;57.734,33;56.650,00;Aquisição de ares-condicionados, para suprir as necessidades de diversos setores da Prefeitura Municipal de Riolândia-SP, com entrega parcelada pelo p;11/03/2024;15/03/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000025/24;025;PREGÃO PRESENCIAL;24;8;Homologada  ;02/04/2024;08:30;1.013.854,00;324.230,00;Registro de Preço para aquisições de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do Município d;14/03/2024;02/04/2024;;S;09/04/2025;;;
000024/24;024;DISPENSA;24;11;Homologada  ;14/03/2024;09:00;59.583,96;58.560,00;Contratação de empresa especializada na prestação de serviços médicos de psiquiatria, com objetivo de atender a demanda reprimida do município de Riol;22/02/2024;14/03/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000023/24;023;DISPENSA;24;10;Homologada  ;14/03/2024;08:00;10.900,00;9.900,00;Contratação de empresa de engenharia especializada na prestação de serviços de higienização de caixas d' água e controle de vetores e pragas, para ate;07/03/2024;14/03/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000022/24;022;PREGÃO PRESENCIAL;24;7;Homologada  ;27/03/2024;08:30;3.581.908,00;2.735.810,00;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;12/03/2024;27/03/2024;;S;05/04/2025;;;
000020/24;020;DISPENSA;24;9;Homologada  ;04/03/2024;08:00;43.048,56;42.000,00;Aquisição de caçambas, para atender as necessidades do Município de Riolândia-SP, conforme especificações técnicas e quantidades contidas no Anexo I -;20/02/2024;04/03/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000019/24;019;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;6;Homologada  ;21/03/2024;08:30;78.009,60;66.348,00;Registro de Preço de empresa especializada na prestação de serviços de coleta, transporte, tratamento e destinação final dos resíduos gerados pelo set;01/03/2024;21/03/2024;;S;28/03/2025;Art. 28, Lei 14.133/2021;;
000018/24;018;DISPENSA;24;8;Homologada  ;01/03/2024;08:00;55.421,67;52.475,00;Contratação de empresa especializada no fornecimento de playground com cobertura, para atender as necessidades da CEMEI Prof. Vilma Aidar de Carvalho ;20/02/2024;01/03/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000017/24;017;PREGÃO PRESENCIAL;24;5;Homologada  ;14/03/2024;08:30;0,00;61.500,00;Permissão de uso a titulo oneroso, em caráter temporário, de uma área de aproximadamente 25.000,00 m², sem benfeitorias, na Praia Artificial do Municí;29/02/2024;14/03/2024;;N;;;;
000016/24;016;PREGÃO PRESENCIAL;24;4;Homologada  ;13/03/2024;08:30;10.499.547,50;10.499.547,50;Registro de preço para eventuais aquisições de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetivando o maior;28/02/2024;13/03/2024;;S;20/03/2025;;;
000015/24;015;DISPENSA;24;7;Homologada  ;29/02/2024;08:00;32.094,00;30.060,00;Contratação de empresa especializada no fornecimento de ovos de Páscoa, para atender as necessidades do Fundo Social de Solidariedade de Riolândia, co;20/02/2024;29/02/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000014/24;014;DISPENSA;24;6;Homologada  ;20/02/2024;08:00;119.361,52;117.263,25;Contratação de empresa especializada em execução de serviços de “ Tapa Buraco ” em concreto asfaltico, para atender as necessidades de diversas vias d;11/01/2024;20/02/2024;;N;;Art. 75, I, Lei 14.133/2021;;
000013/24;013;DISPENSA;24;5;Homologada  ;20/02/2024;09:00;116.471,39;110.557,00;Contratação de empresa especializada em construção de “sarjetão” em concreto armado, para atender as necessidades de diversas vias do Município de Rio;11/01/2024;20/02/2024;;N;;Art. 75, I, Lei 14.133/2021;;
000012/24;012;DISPENSA;24;4;Homologada  ;07/02/2024;08:00;40.500,00;40.500,00;Contratação de empresa especializada na instalação de equipamentos de combate e prevenção de incêndio, incluso materiais e mão de obra, visando atende;01/02/2024;07/02/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000011/24;011;PREGÃO PRESENCIAL;24;3;Homologada  ;21/02/2024;08:00;214.224,25;130.100,00;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e outros serviços, visando a realização do tradicional evento ;01/02/2024;21/02/2024;;N;;;;
