Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000066/21;066;PREGÃO PRESENCIAL;21;23;Homologada  ;25/05/2021;08:30;450.718,87;417.325,92;Contratação de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de auto elétrica para manutenção preventiva e co;07/05/2021;25/05/2021;;N;;;;
000065/21;065;DISPENSA;21;28;Homologada  ;11/05/2021;09:00;16.775,00;16.470,00;Contratação de empresa especializada em serviços de limpeza urbana e capina química em vias e logradouros do Município de Riolândia, conforme especifi;20/04/2021;11/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000064/21;064;CONVITE;21;11;Homologada  ;19/05/2021;09:30;44.400,00;27.600,00;Contratação para serviços de divulgação e publicidade dos atos oficiais da Prefeitura Municipal de Riolândia, na imprensa escrita de circulação local ;30/04/2021;19/05/2021;;N;;;;
000063/21;063;CONVITE;21;10;Homologada  ;17/05/2021;14:15;49.950,00;47.000,00;Contratação de empresa especializada em locação de equipamento de som e propaganda de rua, com fornecimento de mão de obra, para atender a demanda de ;06/05/2021;17/05/2021;;N;;;;
000062/21;062;DISPENSA;21;27;Homologada  ;05/05/2021;08:00;28.800,00;17.952,00;locação de prédio localizado na situado na Avenida 13, nº 1562, Centro, nesta cidade de Riolândia-SP, destinado ao Banco do Povo, DETRAN e Setor Veter;12/04/2021;05/05/2021;;N;;Art. 24, X, Lei 8666/93;;
000061/21;061;PREGÃO PRESENCIAL;21;22;Homologada  ;18/05/2021;08:30;613.279,56;577.909,66;Contratação de empresa para aquisição de kits de material escolar, para distribuição aos alunos das escolas municipais de Riolândia-SP, pelo período d;30/04/2021;18/05/2021;;N;;;;
000060/21;060;CONVITE;21;9;Homologada  ;12/05/2021;14:15;53.200,00;39.600,00;Contratação de empresa especializada na prestação de serviços de assessoria e consultoria educacional e jurídica da área da educação básica do municíp;28/04/2021;12/05/2021;;N;;;;
000059/21;059;DISPENSA;21;26;Homologada  ;30/04/2021;08:00;13.061,00;11.410,00;Contratação de empresa especializada em fornecimento de peças e mão de obra para manutenção de veículos do setor da Saúde e Rodoviário da Prefeitura M;02/04/2021;30/04/2021;;N;;Art. 24, I, Lei 8666/93;;
000058/21;058;PREGÃO PRESENCIAL;21;21;Homologada  ;12/05/2021;08:30;125.360,00;114.900,00;A presente requisição tem por objeto à aquisição de 02 (dois) veículos 0 km, destinados ao uso do Setor da Saúde doa Prefeitura Municipal de Riolândia;23/04/2021;12/05/2021;;N;;;;
000057/21;057;PREGÃO PRESENCIAL;21;20;Homologada  ;10/05/2021;08:30;1.710.178,77;1.090.019,75;Registro de Preço para aquisição de materiais de expediente e papelaria para atender a demanda dos diversos setores da Prefeitura Municipal de Riolând;22/04/2021;11/05/2021;;S;17/05/2022;;;
000056/21;056;DISPENSA;21;25;Homologada  ;22/04/2021;08:00;1.350,00;1.350,00;locação de imóvel para conceder aluguel social;20/04/2021;22/04/2021;;N;;Art. 24, II, Lei 8666/93;;
000055/21;055;DISPENSA;21;24;Homologada  ;20/04/2021;08:00;27.600,00;24.000,00;locação de prédio comercial a ser destinado as instalações e funcionamento de um Posto de Saúde Familiar para acolhimento do bairro da baixada do Muni;29/03/2021;20/04/2021;;N;;Art. 24, X, Lei 8666/93;;
000054/21;054;PREGÃO PRESENCIAL;21;19;Homologada  ;04/05/2021;08:30;1.907.858,30;488.209,97;Registro de preço para à aquisição de medicamentos da Relação Municipal de Medicamentos Essenciais (REMUME) e materiais hospitalares, para atender a d;15/04/2021;04/05/2021;;S;11/05/2022;;;
000053/21;053;PREGÃO PRESENCIAL;21;18;Homologada  ;30/04/2021;08:30;206.669,43;140.682,10;Registro de preços para Aquisição de gêneros alimentícios não perecíveis para atendimento às necessidades de setores da Administração Pública deste Mu;14/04/2021;30/04/2021;;S;07/05/2022;;;
000052/21;052;PREGÃO PRESENCIAL;21;17;Homologada  ;29/04/2021;09:00;267.080,00;220.000,00;Registro de preço para contratação de empresa para prestação de serviços de segurança e brigadistas não armados, para atender a necessidade de diverso;13/04/2021;29/04/2021;;N;;;;
000051/21;051;PREGÃO PRESENCIAL;21;16;Homologada  ;27/04/2021;08:30;1.917.664,20;965.095,39;Registro de preço para a aquisição de materiais de higiene e limpeza para atender a demanda dos diversos setores da Prefeitura Municipal de Riolândia,;06/04/2021;27/04/2021;;S;04/05/2022;;;
000050/21;050;PREGÃO PRESENCIAL;21;15;Homologada  ;26/04/2021;08:30;94.330,00;89.990,00;aquisição de 01 (um) veículo seminovo, destinado ao uso do Gabinete do Prefeito do Município de Riolândia, conforme especificações do Anexo I – Termo ;09/04/2021;26/04/2021;;N;;;;
000049/21;049;CONVITE;21;8;Homologada  ;22/04/2021;09:45;98.173,67;92.178,00;Contratação de empresa especializada na realização de recuperação, manutenção e funilaria, incluindo fornecimento de peças/acessórios e mão de obra, p;08/04/2021;22/04/2021;;N;;;;
000048/21;048;CONVITE;21;7;Homologada  ;20/04/2021;14:30;86.900,00;82.800,00;Contratação de empresa especializada em Engenharia de Segurança e Medicina do Trabalho, para aplicação das Normas Regulamentadoras do Ministério do Tr;05/04/2021;20/04/2021;;N;;;;
000046/21;046;PREGÃO PRESENCIAL;21;14;Classificada;23/04/2021;09:00;174.080,00;0,00;A presente requisição tem por objeto a aquisição de Kits de Higiene para distribuição aos alunos das escolas municipais de Riolândia-SP, pelo período ;02/04/2021;;;N;;;;
000045/21;045;DISPENSA;21;23;Homologada  ;08/04/2021;08:00;213.600,00;204.000,00;Contratação de empresa especializada em serviços médicos, que se faz necessário para atender a demanda do setor de saúde do município de Riolândia-SP,;15/03/2021;08/04/2021;;N;;Art. 24, IV, Lei 8666/93;;
000044/21;044;CONVITE;21;6;Homologada  ;14/04/2021;09:30;80.899,08;76.539,96;Contratação de empresa especializada em prestação de serviços de manutenções nas áreas verdes e sistemas de lazer em loteamentos, compreendendo, poda,;05/04/2021;20/04/2021;;N;;;;
000043/21;043;PREGÃO PRESENCIAL;21;13;Em Andamento;20/04/2021;09:00;377.100,00;0,00;Registro de preço para contratações de clínicas especializadas no tratamento de pessoas com dependência química e outras drogas, em regime de internaç;01/04/2021;;;S;;;;
000042/21;042;PREGÃO PRESENCIAL;21;12;Homologada  ;19/04/2021;08:30;139.465,49;56.981,05;aquisição de equipamentos hospitales, visando suprir as necessidades do município de Riolândia, conforme quantidades e especificações contidas no Term;30/03/2021;19/04/2021;;N;;;;
000041/21;041;PREGÃO PRESENCIAL;21;11;Homologada  ;16/04/2021;08:30;501.172,41;131.719,45;A aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde e Programas e Projetos da Assistência Social do município d;29/03/2021;16/04/2021;;N;;;;
000040/21;040;DISPENSA;21;22;Homologada  ;29/03/2021;08:00;15.935,87;15.235,00;Contratação de empresa especializada em fornecimento de uniformes, para atender a demanda do setor da saúde do município de Riolândia/SP, conforme esp;08/03/2021;29/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000039/21;039;PREGÃO PRESENCIAL;21;10;Homologada  ;13/04/2021;08:30;1.509.248,40;915.727,14;Registro de Preços para aquisição de materiais de construção para atender a demanda dos diversos setores da Prefeitura Municipal de Riolândia, com ent;23/03/2021;13/04/2021;;S;20/04/2022;;;
000038/21;038;TOMADA DE PREÇOS;21;2;Homologada  ;15/04/2021;08:30;384.761,49;379.001,80;Contratação de empresa especializada em obras e serviços de engenharia para recapeamento asfáltico em diversas vias do município de Riolândia-SP, com ;24/03/2021;23/04/2021;;N;;;;
000037/21;037;CONVITE;21;5;Homologada  ;08/04/2021;09:00;175.960,00;175.440,00;Contratação de empresa especializada na prestação de serviços de assessoria e consultoria, para atender ao Município com atividades técnicas continuad;22/03/2021;08/04/2021;;N;;;;
000036/21;036;PREGÃO PRESENCIAL;21;9;Homologada  ;09/04/2021;08:30;179.445,99;158.954,50;Aquisição de alimentos não perecíveis para projetos e programas da Assistência Social deste Município de Riolândia/SP, com entrega parcelada, pelo per;24/03/2021;09/04/2021;;N;;;;
000035/21;035;DISPENSA;21;21;Homologada  ;24/03/2021;08:00;20.500,00;15.000,00;contratação de empresa especializada na prestação de serviços de treinamento e operação de equipamento presencial da equipe de profissionais da saúde,;01/03/2021;24/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000034/21;034;CONVITE;21;4;Homologada  ;01/04/2021;09:30;92.574,84;90.001,80;contratação de empresa especializada em prestação de serviços de paisagismo e jardinagem, compreendendo, poda, manutenção, conservação, plantio, repla;19/03/2021;01/04/2021;;N;;;;
000033/21;033;DISPENSA;21;20;Homologada  ;23/03/2021;08:00;20.363,28;17.600,00;Aquisição de Trator 19 HP para corte de grama, para atender a demanda da Prefeitura Municipal de Riolândia, conforme especificações técnicas e quantid;02/03/2021;23/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000032/21;032;PREGÃO PRESENCIAL;21;8;Homologada  ;06/04/2021;09:00;1.350.000,00;985.100,00;Registro de Preços por lote, para a eventual aquisição de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetiva;19/03/2021;06/04/2021;;S;13/04/2022;;;
000031/21;31;DISPENSA;21;19;Homologada  ;22/03/2021;08:00;5.388,00;4.200,00;Contratação de empresa especializada no serviço de criação de portal para turismo (webdesign) e navegação, bem como desenvolvimento HTML e CMS (Gerenc;25/02/2021;22/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000030/21;030;CONVITE;21;3;Homologada  ;30/03/2021;09:45;106.458,03;102.211,00;Contratação de empresa especializada na realização de retifica de motor, incluindo fornecimento de peças/acessórios e mão de obra mecânica, para refor;18/03/2021;30/03/2021;;N;;;;
000029/21;029;PREGÃO PRESENCIAL;21;7;Homologada  ;05/04/2021;09:00;144.583,20;142.600,00;Aquisição de Laticínios para atendimento às necessidades do serviço de Merenda Escolar da Rede Municipal de Ensino e programas vinculados à Assistênci;16/03/2021;05/04/2021;;N;;;;
000027/21;027;DISPENSA;21;17;Homologada  ;17/03/2021;08:00;27.651,25;15.000,00;Aquisição de guias de sarjetas pré-moldadas, para atender a demanda do sistema viário da Prefeitura Municipal de Riolândia, conforme especificações té;26/02/2021;17/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000026/21;026;PREGÃO PRESENCIAL;21;6;Homologada  ;31/03/2021;09:00;100.304,00;94.709,00;Aquisição de refis, toners e cartuchos remanufaturados, para suprir as necessidades de manutenção dos diversos setores da Prefeitura Municipal de Riol;12/03/2021;31/03/2021;;N;;;;
000025/21;025;DISPENSA;21;16;Homologada  ;16/03/2021;08:00;12.696,33;12.500,00;Contratação de empresa especializada em fornecimento de bomba de infusão, para atender a demanda do setor da saúde do município de Riolândia/SP, confo;05/03/2021;16/03/2021;;N;;Art. 24, IV, Lei 8666/93;;
000024/21;024;DISPENSA;21;15;Homologada  ;15/03/2021;08:00;18.200,00;17.400,00;Contratação de pessoa jurídica especializada em serviços de assessoria e consultoria na gestão administrativa para alocação de recursos no Orçamento G;25/02/2021;15/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000023/21;023;DISPENSA;21;14;Homologada  ;10/03/2021;08:00;10.530,00;6.120,00;contratação de empresa especializada na prestação de serviços de planejamento e execução de Processo Seletivo Simplificado no município de Riolândia, ;01/03/2021;10/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000022/21;022;DISPENSA;21;13;Homologada  ;09/03/2021;08:00;17.831,42;17.368,31;Contratação de empresa para fornecimento de peças que necessita o caminhão do setor Rodoviário da prefeitura municipal de Riolândia, para o período de;18/02/2021;09/03/2021;;N;;Art. 24, I, Lei 8666/93;;
000021/21;021;CONVITE;21;2;Homologada  ;16/03/2021;09:30;174.873,60;164.936,40;contratação de empresa especializada em prestação de serviços de paisagismo na rede municipal de ensino, prédios públicos, saúde e praças desta cidade;04/03/2021;16/03/2021;;N;;;;
000020/21;020;DISPENSA;21;12;Homologada  ;04/03/2021;08:00;15.077,70;14.733,87;Contratação de empresa para fornecimento de peças que necessita o micro-ônibus do setor da Saúde da prefeitura municipal de Riolândia, pelo período de;17/02/2021;04/03/2021;;N;;Art. 24, I, Lei 8666/93;;
000019/21;019;PREGÃO PRESENCIAL;21;5;Homologada  ;18/03/2021;09:30;210.079,16;154.000,00;Aquisição de cestas básicas de alimentos para o Fundo Municipal de Assistência e Promoção Social da Prefeitura Municipal de Riolândia, com entrega par;03/03/2021;18/03/2021;;N;;;;
000018/21;018;DISPENSA;21;11;Homologada  ;03/03/2021;08:00;18.896,67;17.500,00;contratação de serviços de manutenção e instalação de ar condicionado para atendimento às necessidades dos setores da Administração, Saúde e Conselho ;15/02/2021;03/03/2021;;N;;Art. 24, II, Lei 8666/93;;
000017/21;017;PREGÃO PRESENCIAL;21;4;Em Andamento;17/03/2021;09:00;113.333,34;0,00;aquisição de Kits de Higiene para distribuição aos alunos das escolas municipais de Riolândia-SP, pelo período de 1 (um) mês, de acordo com as especif;26/02/2021;;;N;;;;
000016/21;016;PREGÃO PRESENCIAL;21;3;Homologada  ;11/03/2021;08:30;368.416,20;320.313,35;aquisição de alimentos perecíveis para projetos e programas da Assistência Social deste Município de Riolândia/SP, com entrega parcelada, pelo período;24/02/2021;11/03/2021;;N;;;;
000015/21;015;DISPENSA;21;10;Homologada  ;25/02/2021;08:00;16.304,52;15.982,93;Aquisição de materiais odontológicos para atender a demanda do Centro Odontológico Municipal - COM do município de Riolândia, conforme descrições cons;01/02/2021;25/02/2021;;N;;Art. 24, IV, Lei 8666/93;;
000014/21;014;DISPENSA;21;9;Homologada  ;24/02/2021;08:00;16.756,44;15.630,00;aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;01/02/2021;24/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000013/21;013;DISPENSA;21;8;Homologada  ;23/02/2021;08:00;17.183,63;17.000,00;Contratação de empresa especializada em serviços de limpeza, capina e roçada, para atender a demanda dos logradouros públicos da Prefeitura Municipal ;11/02/2021;23/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000012/21;012;CONVITE;21;1;Homologada  ;04/03/2021;09:30;66.004,57;64.682,25;contratação de serviços de engenharia para Execução de Fechamento de Aterro Sanitários em Valas, sito à rodovia Waldemar Lopes Ferraz km 574 +100, nes;18/02/2021;04/03/2021;;N;;;;
000011/21;011;DISPENSA;21;7;Homologada  ;19/02/2021;08:00;15.717,21;12.740,78;aquisição de produtos de higiene e limpeza para atendimento às necessidades dos setores da Administração Pública do Município de Riolândia-SP, conform;29/01/2021;19/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000010/21;010;DISPENSA;21;6;Homologada  ;15/02/2021;08:00;15.060,44;13.339,65;aquisição de gêneros alimentícios para atendimento às necessidades de setores da Administração Pública e Merenda Escolar deste Município de Riolândia-;29/01/2021;15/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000009/21;009;DISPENSA;21;5;Homologada  ;11/02/2021;08:00;16.403,57;15.744,44;Aquisição de materiais para construção, para atender a demanda da Prefeitura Municipal de Riolândia, conforme especificações técnicas e quantidades co;18/01/2021;11/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000008/21;008;PREGÃO PRESENCIAL;21;2;Homologada  ;24/02/2021;09:00;41.548,01;40.044,00;contratação de empresa de engenharia especializada na prestação dos serviços de coleta, transporte, tratamento e destinação final dos resíduos dos ser;05/02/2021;24/02/2021;;N;;;;
000007/21;007;DISPENSA;21;4;Homologada  ;08/02/2021;09:00;36.637,50;30.000,00;Contratação de empresa especializada em fornecimento de testes de COVID-19, para atender a demanda do setor da saúde do município de Riolândia/SP, con;22/01/2021;08/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000006/21;006;DISPENSA;21;3;Homologada  ;05/02/2021;08:00;50.300,00;47.100,00;contratação de empresa especializada em locação de equipamento de som e propaganda de Rua, com fornecimento de mão de obra, para atender a demanda de ;15/01/2021;05/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000005/21;005;DISPENSA;21;2;Homologada  ;03/02/2021;09:00;14.930,00;14.600,00;Aquisição de uma câmara para conservação de vacinas para atender as necessidades do Centro de Saúde do Município de Riolândia/SP.;08/01/2021;03/02/2021;;N;;Art. 24, II, Lei 8666/93;;
000004/21;004;TOMADA DE PREÇOS;21;1;Homologada  ;05/03/2021;08:30;1.112.463,33;791.736,00;aquisição de materiais didáticos e recursos pedagógicos, para alunos e professores do Ensino Fundamental (6º Ano, 7º Ano, 8º Ano e 9º Ano), matriculad;27/01/2021;05/03/2021;;N;;;;
000003/21;003;INEXIGIBILIDADE;21;1;Homologada  ;21/01/2021;09:00;84.000,00;60.000,00;PRESTAÇÃO DE SERVIÇOS PROFISSIONAIS DE CONSULTORIA JURÍDICA DE APOIO;11/01/2021;21/01/2021;;N;;Art. 25, II, Lei 8666/93;;
000002/21;002;DISPENSA;21;1;Homologada  ;25/01/2021;09:00;17.470,98;17.159,25;a aquisição de cestas básicas de alimentos para o Fundo Municipal de Assistência e Promoção Social da Prefeitura Municipal de Riolândia, para continua;13/01/2021;25/01/2021;;N;;Art. 24, II, Lei 8666/93;;
000001/21;001;PREGÃO PRESENCIAL;21;1;Homologada  ;11/02/2021;08:30;401.475,10;396.770,00;O Registro de Preços para à aquisição de bobinas para sacos de lixo para suprir a demanda de diversos setores da Prefeitura Municipal de Riolândia, co;27/01/2021;11/02/2021;;S;22/02/2022;;;
