Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000155/21;155;CONVITE;21;32;Homologada  ;30/11/2021;09:30;33.492,84;32.210,00;contratação de empresa especializada na realização de manutenção e retifica de motor, incluindo fornecimento de peças/acessórios e mão de obra, no Mic;11/11/2021;30/11/2021;;N;;;;
000154/21;154;DISPENSA;21;61;Homologada  ;18/11/2021;08:00;474.123,14;474.123,14;adesão do Consórcio Público Intermunicipal de Inovação e Desenvolvimento de São Paulo- CINDESP, através do Pregão n° 009/2020, Processo n° 016/2020, q;28/10/2021;18/11/2021;;N;;Art. 24, XV, Lei 8666/93;;
000153/21;153;DISPENSA;21;60;Homologada  ;17/11/2021;08:00;31.000,00;30.000,00;Contratação de empresa especializada na prestação de serviços de podas em árvores, para atender a demanda do município de Riolândia, em prestação parc;15/09/2021;17/11/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000152/21;152;CONVITE;21;31;Homologada  ;06/12/2021;09:30;89.638,66;87.265,00;Contratação de empresa especializada na realização de manutenção de ar condicionado, incluindo fornecimento de peças/acessórios e mão de obra, que nec;25/11/2021;06/12/2021;;N;;;;
000151/21;151;DISPENSA;21;1;Homologada  ;20/12/2021;09:00;2.009.190,00;2.008.436,00;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL DESTINADO A MERENDA ESCOLAR, CONFORME §1º DO AR;08/11/2021;20/12/2021;;N;;Chamada Publica - Lei Federal 11.947/2009;;
000150/21;150;CONVITE;21;30;Homologada  ;24/11/2021;09:30;41.422,96;40.806,40;Contratação de empresa especializada na prestação de serviço de mão de obra com fornecimento de materiais para reforma de 4 (quatro) unidades habitaci;12/11/2021;24/11/2021;;N;;;;
000149/21;149;DISPENSA;21;59;Homologada  ;05/11/2021;08:00;226.196,00;226.196,00;Adesão a Ata de Registro de Preços da CINDESP para aquisição de 1.172 (quantidade) de kits de materiais didáticos e pedagógicos de apoio a aprendizage;20/09/2021;05/11/2021;;N;;Art. 24, XV, Lei 8666/93;;
000148/21;148;DISPENSA;21;58;Homologada  ;04/11/2021;08:00;19.440,62;17.867,80;Contratação de empresa especializada na prestação de serviços de remoção/instalação de poste e adequação de rede elétrica em regime de Linha Viva (red;13/09/2021;04/11/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000147/21;147;PREGÃO PRESENCIAL;21;56;Homologada  ;26/11/2021;08:30;859.200,00;727.056,00;Contratação, em regime de empreitada por preço global, de empresa especializada em serviços saúde para atendimento na Unidade Prisional CDP e Penitenc;12/11/2021;26/11/2021;;N;;;;
000146/21;146;CONVITE;21;29;Homologada  ;08/11/2021;09:30;20.037,06;18.426,00;Contratação de empresa especializada no fornecimento de peças/acessórios e prestação de serviços de mão de obra mecânica, para manutenção do Ônibus 20;14/10/2021;08/11/2021;;N;;;;
000145/21;145;CONVITE;21;28;Homologada  ;04/11/2021;09:30;96.194,99;94.272,45;Contratação de empresa especializada na prestação de serviços, para reforma do Velório Municipal de Riolândia-SP, conforme especificações técnicas e q;18/10/2021;04/11/2021;;N;;;;
000144/21;144;CONVITE;21;27;Homologada  ;29/10/2021;09:30;24.482,93;23.000,00;Contratação de empresa especializada na realização de Remoção e Instalação de motor e mão de obra mecânica, para manutenção que necessita o Micro Ônib;18/10/2021;29/10/2021;;N;;;;
000143/21;143;INEXIGIBILIDADE;21;3;Homologada  ;19/10/2021;08:00;80.000,00;80.000,00;Contratação de profissional do setor artístico para realização de show para festividades do Réveillon (ano-novo) do Município de Riolândia-SP, que oco;10/09/2021;19/10/2021;;N;;Art. 25, III, Lei 8666/93;;
000142/21;142;DISPENSA;21;57;Homologada  ;19/10/2021;08:00;13.400,04;11.400,00;Contratação de empresa especializada na prestação de serviços de locação, armazenagem e disponibilização de dados para Internet em computadores da Pre;01/10/2021;19/10/2021;;N;;Art. 24, II, Lei 8666/93;;
000141/21;141;CONVITE;21;26;Homologada  ;27/10/2021;09:30;28.666,84;27.517,60;Contratação de empresa especializada na realização de manutenção, incluindo fornecimento de peças/acessórios e mão de obra, para reforma de um caminhã;05/10/2021;27/10/2021;;N;;;;
000140/21;140;PREGÃO PRESENCIAL;21;55;Homologada  ;11/11/2021;08:30;340.477,00;118.777,50;registro de preço para aquisição futura e parcelada de leites especiais e suplementos alimentares, para crianças e adultos com diversos problemas de s;26/10/2021;11/11/2021;;S;19/11/2022;;;
000139/21;139;DISPENSA;21;56;Homologada  ;15/10/2021;08:00;4.440,00;1.920,00;Contratação de empresa especializada no fornecimento via correio eletrônico e/ou website de boletim de publicações em nome do Município de Riolândia/S;03/09/2021;15/10/2021;;N;;Art. 24, II, Lei 8666/93;;
000138/21;138;CONVITE;21;25;Homologada  ;22/10/2021;09:30;245.723,56;244.562,46;Contratação de empresa especializada na prestação de serviços, para reforma da da CEMEI “Antônio Gonçalves da Silva” de Riolândia, conforme especifica;04/10/2021;22/10/2021;;N;;;;
000137/21;137;PREGÃO PRESENCIAL;21;54;Homologada  ;09/11/2021;08:30;775.340,00;292.400,00;registro de preços para a aquisição de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do município;22/09/2021;09/11/2021;;S;17/11/2022;;;
000136/21;136;CONVITE;21;24;Homologada  ;19/10/2021;09:30;60.397,60;58.709,24;Contratação de empresa especializada na prestação de serviços de construção de unidade habitacional no Município de Riolândia-SP, para beneficiar famí;27/09/2021;19/10/2021;;N;;;;
000135/21;135;PREGÃO PRESENCIAL;21;53;Homologada  ;21/10/2021;08:30;646.548,00;517.599,20;Contratação de empresa especializada na prestação de serviços de transporte escolar para alunos da rede pública de ensino, residentes na área rural do;05/10/2021;21/10/2021;;N;;;;
000134/21;134;DISPENSA;21;55;Homologada  ;05/10/2021;08:00;6.333,32;5.000,00;Contratação de Empresa, para prestação de serviços de assessoria técnica, para implantação da Lei Federal 14.017/20 (Lei Aldir Blanc), que dispõe sobr;14/09/2021;05/10/2021;;N;;Art. 24, II, Lei 8666/93;;
000133/21;133;DISPENSA;21;54;Homologada  ;05/10/2021;08:00;17.376,71;16.770,00;Contratação de empresa especializada na prestação de serviços de manutenção preventiva e corretiva das lousas digitais e equipamentos da Escola Ruy Ma;10/09/2021;05/10/2021;;N;;Art. 24, II, Lei 8666/93;;
000132/21;132;CONVITE;21;23;Homologada  ;14/10/2021;09:30;32.366,66;30.000,00;Contratação de empresa especializada na realização de Remoção e Instalação de motor e mão de obra mecânica, para manutenção do que necessita o Ônibus ;28/09/2021;14/10/2021;;N;;;;
000131/21;131;DISPENSA;21;53;Homologada  ;01/10/2021;08:00;18.183,33;15.750,00;Contratação de empresas especializadas na realização de Teatro e Palestra para apresentação na 1ª semana dos Profissionais da Educação no Município de;08/09/2021;01/10/2021;;N;;Art. 24, II, Lei 8666/93;;
000130/21;130;CONVITE;21;22;Homologada  ;13/10/2021;09:30;200.266,82;198.261,42;Contratação de empresa especializada na prestação de serviços, para reforma da EMEB Ruy Malachias Ferreira de Riolândia, conforme especificações técni;27/09/2021;13/10/2021;;N;;;;
000129/21;129;DISPENSA;21;52;Homologada  ;28/09/2021;08:00;25.286,00;17.600,00;Contratação de empresa especializada no fornecimento de camas empilháveis, para atender as necessidades das Creches Municipais de Riolândia, com entre;03/09/2021;28/09/2021;;N;;Art. 24, II, Lei 8666/93;;
000128/21;128;DISPENSA;21;51;Homologada  ;29/09/2021;08:00;15.514,21;14.617,60;aquisição de materiais e equipamentos de fisioterapia, para atender a demanda do município de Riolândia, pelo período de 12 (doze) meses, conforme esp;08/09/2021;29/09/2021;;N;;Art. 24, II, Lei 8666/93;;
000127/21;127;CONVITE;21;21;Homologada  ;06/10/2021;09:30;78.120,72;69.600,00;Contratação de empresa especializada em serviços de fornecimento de rede de fibra óptica e internet, para atender as necessidades de diversos setores ;24/09/2021;06/10/2021;;N;;;;
000126/21;126;PREGÃO ELETRÔNICO;21;52;Homologada  ;04/10/2021;09:00;207.212,80;62.375,96;Aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde do município de Riolândia, em razão da pandemia pelo COVID-19;10/09/2021;04/10/2021;;N;;;;
000125/21;125;CONVITE;21;20;Homologada  ;29/09/2021;09:00;70.700,70;69.998,87;Aquisição de equipamentos de sistema de gravação digital de imagens (DVR) e câmeras de segurança, em diversos prédios públicos do município de Riolând;03/09/2021;29/09/2021;;N;;;;
000124/21;124;PREGÃO PRESENCIAL;21;51;Homologada  ;28/09/2021;09:00;171.501,60;168.350,00;Registro de preço de clínica veterinária ou hospital veterinário para esterilização de animais machos e fêmeas, visando o controle da população canina;10/09/2021;28/09/2021;;S;05/10/2022;;;
000123/21;123;CONVITE;21;19;Homologada  ;21/09/2021;09:30;38.121,00;19.493,00;Contratação de empresa especializada na prestação de serviços técnicos especializados no planejamento, organização, realização e processamento de Proc;08/09/2021;21/09/2021;;N;;;;
000122/21;122;PREGÃO PRESENCIAL;21;50;Homologada  ;20/09/2021;08:30;369.952,71;335.226,67;Aquisição de equipamentos de informática e eletrodomésticos para atender as necessidades das escolas municipais de Riolândia-SP, com entrega imediata,;26/08/2021;20/09/2021;;N;;;;
000121/21;121;DISPENSA;21;50;Homologada  ;03/09/2021;08:00;22.512,00;17.220,00;Contratação de empresa especializada no fornecimento de Kits de higiene bucal, para atender as necessidades do Centro Odontológico Municipal - COM do ;05/08/2021;03/09/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000120/21;120;PREGÃO PRESENCIAL;21;49;Homologada  ;16/09/2021;08:30;3.064.795,70;552.842,65;Registro de Preço para à aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde do município de Riolândia, com entre;26/08/2021;16/09/2021;;S;23/09/2022;;;
000119/21;119;DISPENSA;21;49;Homologada  ;31/08/2021;08:00;49.725,00;46.800,00;Contratação de empresa especializada para prestação de serviços de funilaria e pintura para atender as necessidade dos veículos da frota da Prefeitura;11/08/2021;31/08/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000118/21;118;DISPENSA;21;48;Homologada  ;31/08/2021;08:00;2.696,64;1.788,00;Contratação de empresa especializada em serviços de suporte técnico e manutenção preventiva dos relógios de ponto da Prefeitura Municipal de Riolândia;02/08/2021;31/08/2021;;N;;Art. 24, II, Lei 8666/93;;
000117/21;117;DISPENSA;21;47;Homologada  ;30/08/2021;08:00;27.104,63;17.000,00;Contratação de software especializado em gestão, gerenciamento, armazenando dados e informações para a Assistência Social do Município de Riolândia-SP;19/07/2021;30/08/2021;;N;;Art. 24, II, Lei 8666/93;;
000116/21;116;PREGÃO PRESENCIAL;21;48;Homologada  ;14/09/2021;09:00;616.985,00;605.046,00;Contratação de empresa especializada no fornecimento de produtos de panificação, para suprir as necessidades dos diversos setores da Prefeitura Munici;27/08/2021;14/09/2021;;S;21/09/2022;;;
000115/21;115;PREGÃO PRESENCIAL;21;47;Homologada  ;10/09/2021;09:00;531.960,00;456.000,00;Registro de Preço de empresa especializada na realização de oficinas de atividades socioeducativas no âmbito dos programas da Assistência Social do mu;19/08/2021;10/09/2021;;S;17/09/2022;;;
000114/21;114;PREGÃO PRESENCIAL;21;46;Homologada  ;08/09/2021;09:00;56.411,83;51.300,00;aquisição de Cardioversor e Lavadora de Alta Pressão para suprir as necessidades do setor da saúde do município de Riolândia, com entrega imediata, co;18/08/2021;08/09/2021;;N;;;;
000113/21;113;CONVITE;21;18;Homologada  ;26/08/2021;09:30;169.852,49;162.106,63;Contratação de empresa especializada no fornecimento de peças/acessórios e prestação de serviços de mão de obra mecânica, para manutenção de diversos ;12/08/2021;01/09/2021;;N;;;;
000112/21;112;PREGÃO PRESENCIAL;21;45;Homologada  ;05/10/2021;09:00;1.562.844,40;1.367.350,00;Contratação de serviços de administração, gerenciamento, emissão e fornecimento de documentos de legitimação – Auxílio Alimentação, na forma de cartão;21/09/2021;05/10/2021;;N;;;;
000111/21;111;PREGÃO ELETRÔNICO;21;44;Homologada  ;27/08/2021;08:05;143.740,00;94.569,00;Aquisição de equipamentos de informática, para suprir as necessidades do Setor de Saúde da Prefeitura Municipal de Riolândia, com entrega imediata, co;11/08/2021;27/08/2021;;N;;;;
000110/21;110;PREGÃO PRESENCIAL;21;43;Homologada  ;25/08/2021;08:30;56.562,57;22.380,18;Aquisição de medicamentos e produtos de uso veterinário, para atender a demanda do Canil Municipal de Riolândia, com entrega parcelada pelo período de;09/08/2021;25/08/2021;;N;;;;
000109/21;109;DISPENSA;21;46;Homologada  ;11/08/2021;08:00;17.000,04;14.400,00;Contratação de Empresa para prestação de serviços de capacitação, treinamento, apoio técnico especializado para servidores do setor de Arrecadação e F;07/06/2021;11/08/2021;;N;;Art. 24, II, Lei 8666/93;;
000108/21;108;PREGÃO PRESENCIAL;21;42;Homologada  ;19/08/2021;08:30;359.034,70;184.158,20;O registro de preços para aquisição de material esportivo, para manutenção das atividades correlatas desenvolvidas pelos diversos setores da Prefeitur;03/08/2021;19/08/2021;;S;26/08/2022;;;
000107/21;107;PREGÃO PRESENCIAL;21;41;Homologada  ;18/08/2021;08:30;57.309,66;33.200,15;Aquisição de móveis e eletrodomésticos para atender a demanda da nova Unidade de Saúde da Familia do município de Riolândia-SP, com entrega imediata, ;03/08/2021;18/08/2021;;N;;;;
000106/21;106;PREGÃO PRESENCIAL;21;40;Homologada  ;17/08/2021;08:30;1.930.532,80;1.332.816,90;Registro de Preços para a aquisição de gêneros alimentícios não perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Muni;02/08/2021;17/08/2021;;S;24/08/2022;;;
000105/21;105;DISPENSA;21;45;Homologada  ;03/08/2021;08:00;18.000,00;16.800,00;locação de prédio residencial situado na Rua 08, nº 668, Centro, Riolândia-SP, destinado ao funcionamento da CASA LAR;16/06/2021;03/08/2021;;N;;Art. 24, X, Lei 8666/93;;
000104/21;104;DISPENSA;21;44;Homologada  ;02/08/2021;08:00;16.870,68;16.758,00;Contratação de empresa especializada na prestação de serviço móvel pessoal (SMP) nas modalidades de voz/dados, pelo período de 12 (doze) meses, em con;14/06/2021;02/08/2021;;N;;Art. 24, II, Lei 8666/93;;
000103/21;103;CONVITE;21;17;Homologada  ;11/08/2021;14:30;27.563,31;25.000,00;contratação de empresa especializada na realização de retifica de motor, incluindo fornecimento de peças/acessórios e mão de obra mecânica, para manut;27/07/2021;11/08/2021;;N;;;;
000102/21;102;CONVITE;21;16;Homologada  ;09/08/2021;09:30;61.703,62;58.280,00;contratação de empresa especializada em fornecimento e instalação de paredes de gesso, manta acústica, pedra para balcão, vidro para guichê e espelhos;26/07/2021;09/08/2021;;N;;;;
000101/21;101;PREGÃO PRESENCIAL;21;39;Homologada  ;07/10/2021;08:30;191.197,02;100.000,00;Contratação de empresa especializada na prestação de serviços no ramo de seguros automotivos, com cobertura contra danos materiais resultantes de sini;23/07/2021;07/10/2021;;N;;;;
000100/21;100;DISPENSA;21;43;Homologada  ;22/07/2021;08:00;8.960,04;6.960,00;contratação de empresa para fornecimento de sistema informatizado como serviço (SaaS), para a compilação da legislação municipal, com disponibilização;08/07/2021;22/07/2021;;N;;Art. 24, II, Lei 8666/93;;
000099/21;099;CONVITE;21;15;Homologada  ;30/07/2021;09:00;139.850,00;130.750,00;Contratação de empresa especializada na prestação de serviços de “tapa buraco”, incluindo limpeza, requadro, preparo da base, compactação, equipamento;19/07/2021;30/07/2021;;N;;;;
000098/21;098;PREGÃO PRESENCIAL;21;38;Homologada  ;02/08/2021;08:30;6.097.600,00;5.640.000,00;Registro de preço para a aquisição de combustíveis para abastecimento direto da frota municipal, através de postos de serviços, pelo período 12 (doze);20/07/2021;02/08/2021;;S;09/08/2022;;;
000097/21;097;CONVITE;21;14;Homologada  ;28/07/2021;09:30;48.217,00;46.448,00;Contratação de empresa especializada na prestação de serviços de pintura com fornecimento de material, para realizar na Unidade Básica de Saúde Dr. An;14/07/2021;28/07/2021;;N;;;;
000096/21;096;DISPENSA;21;42;Homologada  ;15/07/2021;08:00;29.682,34;28.035,00;Contratação de empresa especializada no fornecimento de 582 mts lineares de caibros 6x5 de eucalipto tratado e 1.324 mts lineares de tabua 20x3 de euc;14/06/2021;15/07/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000095/21;095;PREGÃO PRESENCIAL;21;37;Homologada  ;27/07/2021;08:30;177.544,19;72.952,40;Registro de preço para a aquisição futura e parcelada de materiais odontológicos para atender a demanda do Centro Odontológico Municipal - COM do muni;12/07/2021;27/07/2021;;N;;;;
000094/21;094;PREGÃO PRESENCIAL;21;36;Homologada  ;22/07/2021;08:30;828.270,99;648.685,00;Contratação de empresa especializada em fornecimento de peças/equipamentos e prestação de serviços de manutenção preventiva e corretiva em Condicionad;06/07/2021;22/07/2021;;N;;;;
000093/21;093;DISPENSA;21;41;Homologada  ;05/07/2021;08:00;34.165,00;25.000,00;Contratação de empresa especializada em lavagem de carro, para atender a demanda dos veículos do setor da saúde da Prefeitura Municipal de Riolândia-S;17/06/2021;05/07/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000092/21;092;PREGÃO PRESENCIAL;21;35;Homologada  ;15/07/2021;08:30;510.827,11;316.702,20;Registro de Preço para a contratação de empresa especializada no fornecimento de peças e acessórios para a manutenção preventiva e corretiva da frota ;28/06/2021;15/07/2021;;S;22/07/2022;;;
000091/21;091;DISPENSA;21;40;Homologada  ;30/06/2021;08:00;14.718,71;14.448,54;Contratação de empresa especializada em serviços de combate e prevenção a incêndio na creche CEMEI Proinfância Vilma Aidar de Carvalho, pelo período d;16/06/2021;30/06/2021;;N;;Art. 24, II, Lei 8666/93;;
000090/21;090;DISPENSA;21;39;Homologada  ;29/06/2021;08:00;37.741,18;29.760,00;Contratação de empresa especializada para prestação de serviços de cambagem, alinhamento e balanceamento para realizar nos veículos da frota da Prefei;20/05/2021;29/06/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000089/21;089;DISPENSA;21;38;Homologada  ;28/06/2021;09:00;35.946,40;34.400,00;aquisição de concreto betuminoso usinado a quente (CBUQ) para pavimentação asfáltica, padrão DNIT, faixa C, com CAP 50/70, aquisição posto usina, para;11/06/2021;28/06/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000088/21;088;PREGÃO PRESENCIAL;21;34;Homologada  ;08/07/2021;08:30;133.254,86;94.059,42;Registro de preços para Aquisição de gêneros alimentícios perecíveis para atendimento às necessidades de setores da Administração Pública deste Municí;22/06/2021;08/07/2021;;S;16/07/2022;;;
000087/21;087;DISPENSA;21;37;Homologada  ;24/06/2021;09:00;8.314,95;7.950,00;Aquisição de medicações manipuladas, para atender as necessidades das Unidades Básicas de Saúde do Município de Riolândia/SP, pelo período de 12 (doze;02/06/2021;24/06/2021;;N;;Art. 24, II, Lei 8666/93;;
000086/21;086;PREGÃO PRESENCIAL;21;33;Homologada  ;01/07/2021;09:00;118.548,00;41.410,00;Contratação de laboratório de análises clínicas ou empresa especializada para, por demanda, realizar exames laboratoriais de pacientes das Unidades Bá;15/06/2021;01/07/2021;;N;;;;
000085/21;085;PREGÃO PRESENCIAL;21;32;Homologada  ;29/06/2021;09:30;213.691,11;133.623,00;Registro de Preços visando a aquisição de areia grossa, areia fina, pedra britada 1 e pedrisco, para suprir as necessidades de manutenção dos diversos;14/06/2021;29/06/2021;;N;;;;
000084/21;084;DISPENSA;21;36;Homologada  ;09/06/2021;09:00;48.120,00;46.720,00;Contratação de empresa especializada em prestação de serviços de locação e instalação de tendas para atender as necessidades do Setor de Saúde do muni;12/05/2021;15/06/2021;;N;;Art. 75, II, Lei 14.133/2021;;
000082/21;082;PREGÃO PRESENCIAL;21;31;Homologada  ;24/06/2021;08:30;743.749,67;710.175,00;O Registro de Preços para a contratação de empresa especializada para prestação de serviços de borracharia para manutenção da frota oficial da prefeit;09/06/2021;24/06/2021;;S;01/07/2022;;;
000081/21;081;DISPENSA;21;35;Homologada  ;10/06/2021;08:00;17.256,21;17.097,00;contratação de serviços de termonebulização (fumacê) em toda a rede esgoto do Município de Riolândia-SP, compreendendo as áreas externas e internas, o;24/05/2021;10/06/2021;;N;;Art. 24, II, Lei 8666/93;;
000080/21;080;PREGÃO PRESENCIAL;21;30;Homologada  ;23/06/2021;09:00;1.346.313,32;1.296.480,00;Registro de Preços para fornecimento parcelado de oxigênio medicinal em sistema de comodato dos cilindros e locação de equipamentos, para atender os p;09/06/2021;23/06/2021;;S;30/06/2022;;;
000079/21;079;CONVITE;21;12;Homologada  ;15/06/2021;09:30;134.256,92;130.915,09;Contratação de empresa especializada na prestação de serviços de dedetização e desratização de prédios públicos, bem como, a limpeza e desinfecção de ;01/06/2021;15/06/2021;;N;;;;
000078/21;078;PREGÃO ELETRÔNICO;21;29;Homologada  ;21/06/2021;09:05;195.448,41;79.976,80;Aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde e Programas do município de Riolândia, em razão da pandemia p;28/05/2021;21/06/2021;;N;;;;
000077/21;077;PREGÃO PRESENCIAL;21;28;Homologada  ;14/06/2021;09:00;118.130,00;80.877,64;Registro de preço para eventual aquisição de gás liquefeito de petróleo – GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Prefe;28/05/2021;14/06/2021;;S;18/06/2022;;;
000076/21;076;DISPENSA;21;34;Homologada  ;27/05/2021;08:00;16.082,00;14.025,00;Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços especializado em cobertura estrutural da Pa;07/05/2021;27/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000075/21;075;DISPENSA;21;33;Homologada  ;26/05/2021;08:00;18.227,00;16.400,00;Contratação de empresa especializada para realizar manutenção corretiva, para corrigir defeitos apresentados na parte elétrica dos prédios públicos mu;10/05/2021;26/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000074/21;074;DISPENSA;21;32;Homologada  ;26/05/2021;08:00;8.920,67;7.932,00;Aquisição de 2 (dois) ares condicionados para atender as necessidades do setor Administrativo do Município de Riolândia-SP, conforme especificações té;06/05/2021;26/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000073/21;073;DISPENSA;21;31;Homologada  ;25/05/2021;09:00;17.520,00;16.800,00;Contratação de empresa especializada em ministrar aulas de dança de salão para o público da melhor Idade, pelo período de 12 (doze) meses.;04/05/2021;25/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000072/21;072;DISPENSA;21;30;Homologada  ;20/05/2021;09:00;1.133,40;1.133,40;Contratação de empresa especializada na prestação de serviços, para realizar troca de óleo, filtros, balanceamento, alinhamento e revisão completa no ;18/05/2021;20/05/2021;;N;;Art. 24, II, Lei 8666/93;;
000071/21;071;PREGÃO PRESENCIAL;21;27;Homologada  ;08/06/2021;08:30;1.611.805,18;826.683,71;Registro de preço para eventual aquisição de gêneros de consumo e utensílios para atendimento às necessidades do serviço de diversos setores da prefei;14/05/2021;08/06/2021;;S;16/06/2022;;;
000070/21;070;DISPENSA;21;29;Homologada  ;19/05/2021;09:00;77.700,00;70.300,00;Aquisição de recargas de oxigênio medicinal, que se faz necessário para atender a demanda do Setor de Saúde do município de Riolândia-SP.;30/04/2021;19/05/2021;;N;;Art. 75, VIII, Lei 14.133/2021;;
000069/21;069;PREGÃO PRESENCIAL;21;26;Homologada  ;02/06/2021;09:00;97.696,98;93.102,00;Registro de Preço para eventual contratação de empresa especializada na confecção de materiais gráficos para atender a demanda dos diversos setores da;17/05/2021;02/06/2021;;S;14/06/2022;;;
000068/21;068;PREGÃO PRESENCIAL;21;25;Homologada  ;07/06/2021;08:30;375.423,33;365.409,20;Aquisição de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipamentos dos diversos setores da Pre;20/05/2021;07/06/2021;;N;;;;
000067/21;067;PREGÃO PRESENCIAL;21;24;Homologada  ;26/05/2021;09:30;70.510,00;53.994,00;A aquisição de ração canina para atender a demanda do canil municipal de Riolândia, com entrega parcelada, pelo período de 12 (doze) meses, conforme e;10/05/2021;26/05/2021;;N;;;;
