Empenho;Tipo;Data;CPF/CNPJ;Valor Anulado;Valor Empenhado;Valor Liquidado;Valor Pago;Natureza;Proc. Licitatório;Modalidade;Ano_Empenho;Empenho Líquido
10058,0;OR;15/07/2025;24.690.157/0001-54;0,0;7335,6;7335,6;7335,6;3.3.90.39.19;000045/25;DISPENSA;2025;7335,6
10064,0;OR;15/07/2025;49.228.695/0001-52;0,0;641,96;641,96;641,96;3.3.90.30.09;000053/24;PREGÃO PRESENCIAL;2025;641,96
10065,0;OR;15/07/2025;46.934.014/0001-83;0,0;2700,0;2700,0;2700,0;3.3.90.39.99;000032/24;DISPENSA;2025;2700,0
10066,0;OR;15/07/2025;05.825.127/0001-63;0,0;4668,75;4668,75;4668,75;3.3.90.30.07;000070/24;PREGÃO PRESENCIAL;2025;4668,75
10067,0;OR;15/07/2025;10.558.895/0013-71;0,0;860,0;860,0;860,0;3.3.90.30.24;000071/25;PREGÃO ELETRÔNICO;2025;860,0
10068,0;OR;15/07/2025;37.265.868/0001-23;0,0;4600,0;4600,0;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;4600,0
10069,0;OR;15/07/2025;37.265.868/0001-23;0,0;3229,0;3229,0;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;3229,0
10070,0;OR;15/07/2025;42.091.735/0001-18;0,0;620,0;620,0;0,0;3.3.90.30.24;000046/25;DISPENSA;2025;620,0
10071,0;OR;15/07/2025;42.091.735/0001-18;0,0;600,0;600,0;0,0;3.3.90.30.24;000046/25;DISPENSA;2025;600,0
10072,0;OR;15/07/2025;42.091.735/0001-18;0,0;450,0;450,0;0,0;3.3.90.30.24;000046/25;DISPENSA;2025;450,0
10073,0;OR;15/07/2025;42.091.735/0001-18;0,0;1210,0;1210,0;0,0;3.3.90.30.24;000046/25;DISPENSA;2025;1210,0
10074,0;OR;15/07/2025;03.557.821/0001-11;0,0;2385,0;2385,0;2385,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;2385,0
10075,0;OR;15/07/2025;03.557.821/0001-11;0,0;2065,0;2065,0;2065,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;2065,0
10076,0;OR;15/07/2025;03.557.821/0001-11;0,0;820,0;820,0;820,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;820,0
10077,0;OR;15/07/2025;03.557.821/0001-11;0,0;1250,0;1250,0;1250,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;1250,0
10078,0;OR;15/07/2025;03.557.821/0001-11;0,0;1850,0;1850,0;1850,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;1850,0
10081,0;OR;16/07/2025;30.969.769/0001-83;0,0;3339,33;3339,33;3339,33;3.3.90.30.22;000090/24;DISPENSA;2025;3339,33
10082,0;OR;16/07/2025;30.969.769/0001-83;0,0;3072,6;3072,6;3072,6;3.3.90.30.22;000090/24;DISPENSA;2025;3072,6
10083,0;OR;16/07/2025;30.969.769/0001-83;0,0;3728,55;3728,55;3728,55;3.3.90.30.22;000090/24;DISPENSA;2025;3728,55
10084,0;OR;16/07/2025;30.969.769/0001-83;0,0;4555,78;4555,78;4555,78;3.3.90.30.22;000090/24;DISPENSA;2025;4555,78
10085,0;OR;16/07/2025;30.969.769/0001-83;0,0;2869,27;2869,27;2869,27;3.3.90.30.21;000090/24;DISPENSA;2025;2869,27
10086,0;OR;16/07/2025;30.969.769/0001-83;0,0;5007,84;5007,84;5007,84;3.3.90.30.22;000090/24;DISPENSA;2025;5007,84
10087,0;OR;16/07/2025;30.969.769/0001-83;0,0;978,91;978,91;978,91;3.3.90.30.22;000090/24;DISPENSA;2025;978,91
10088,0;OR;16/07/2025;30.969.769/0001-83;0,0;2314,0;2314,0;2314,0;3.3.90.30.22;000090/24;DISPENSA;2025;2314,0
10089,0;OR;16/07/2025;30.969.769/0001-83;0,0;4168,8;4168,8;4168,8;3.3.90.30.22;000090/24;DISPENSA;2025;4168,8
10090,0;OR;16/07/2025;30.969.769/0001-83;0,0;1446,77;1446,77;1446,77;3.3.90.30.22;000095/24;DISPENSA;2025;1446,77
10091,0;OR;16/07/2025;30.969.769/0001-83;0,0;4178,78;4178,78;4178,78;3.3.90.30.22;000090/24;DISPENSA;2025;4178,78
10092,0;OR;16/07/2025;33.775.922/0001-20;0,0;753,05;753,05;0,0;3.3.90.30.22;000090/24;DISPENSA;2025;753,05
10093,0;OR;16/07/2025;30.969.769/0001-83;0,0;5467,6;5467,6;5467,6;3.3.90.30.22;000095/24;DISPENSA;2025;5467,6
10094,0;OR;16/07/2025;01.140.868/0001-50;0,0;1697,92;1697,92;1697,92;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;1697,92
10095,0;OR;16/07/2025;30.969.769/0001-83;0,0;2130,14;2130,14;2130,14;3.3.90.30.22;000090/24;DISPENSA;2025;2130,14
10096,0;OR;16/07/2025;01.140.868/0001-50;0,0;751,26;751,26;751,26;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;751,26
10097,0;OR;16/07/2025;01.140.868/0001-50;0,0;292,26;292,26;292,26;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;292,26
10098,0;OR;16/07/2025;30.969.769/0001-83;0,0;4815,13;4815,13;4815,13;3.3.90.30.22;000090/24;DISPENSA;2025;4815,13
10099,0;OR;16/07/2025;01.140.868/0001-50;0,0;4350,61;4350,61;4350,61;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;4350,61
10100,0;OR;16/07/2025;01.140.868/0001-50;0,0;1026,02;1026,02;1026,02;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;1026,02
10101,0;OR;16/07/2025;30.969.769/0001-83;0,0;4627,69;4627,69;4627,69;3.3.90.30.22;000090/24;DISPENSA;2025;4627,69
10102,0;OR;16/07/2025;33.775.922/0001-20;0,0;1127,58;1127,58;0,0;3.3.90.30.22;000090/24;DISPENSA;2025;1127,58
10103,0;OR;16/07/2025;01.140.868/0001-50;0,0;14359,71;14359,71;14359,71;3.3.90.30.09;000052/25;PREGÃO PRESENCIAL;2025;14359,71
10104,0;OR;16/07/2025;01.140.868/0001-50;0,0;7731,0;7731,0;7731,0;3.3.90.32.99;000084/24;PREGÃO PRESENCIAL;2025;7731,0
10105,0;OR;16/07/2025;40.278.409/0001-99;0,0;200,0;200,0;200,0;3.3.90.39.88;000063/21;MAT / SERV - CONVITE;2025;200,0
10106,0;OR;16/07/2025;05.641.768/0001-68;0,0;43510,0;43510,0;43510,0;3.3.90.30.60;000014/25;PREGÃO ELETRÔNICO;2025;43510,0
10107,0;OR;16/07/2025;37.265.868/0001-23;0,0;4948,25;4948,25;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;4948,25
10108,0;OR;16/07/2025;37.265.868/0001-23;0,0;4534,47;4534,47;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;4534,47
10111,0;OR;16/07/2025;42.091.735/0001-18;0,0;2400,0;2400,0;0,0;3.3.90.30.24;000046/25;DISPENSA;2025;2400,0
10152,0;OR;17/07/2025;05.641.768/0001-68;0,0;118560,0;118560,0;118560,0;3.3.90.30.60;000014/25;PREGÃO ELETRÔNICO;2025;118560,0
10153,0;OR;17/07/2025;14.774.526/0001-33;0,0;1540,0;1540,0;1540,0;3.3.90.30.06;000055/25;PREGÃO PRESENCIAL;2025;1540,0
10154,0;OR;17/07/2025;01.140.868/0001-50;0,0;11071,46;11071,46;11071,46;3.3.90.30.09;000058/25;PREGÃO PRESENCIAL;2025;11071,46
10155,0;OR;17/07/2025;12.889.035/0002-93;0,0;124,8;124,8;124,8;3.3.90.30.09;000058/25;PREGÃO PRESENCIAL;2025;124,8
10167,0;OR;17/07/2025;05.641.768/0001-68;0,0;63360,0;63360,0;63360,0;3.3.90.30.60;000014/25;PREGÃO ELETRÔNICO;2025;63360,0
10168,0;OR;18/07/2025;37.265.868/0001-23;0,0;4400,0;4400,0;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;4400,0
10169,0;OR;18/07/2025;37.265.868/0001-23;0,0;4670,39;4670,39;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;4670,39
10170,0;OR;18/07/2025;25.337.112/0001-63;0,0;895,0;895,0;895,0;3.3.90.30.39;000071/24;PREGÃO PRESENCIAL;2025;895,0
10171,0;OR;18/07/2025;25.337.112/0001-63;0,0;350,0;350,0;350,0;3.3.90.39.19;000071/24;PREGÃO PRESENCIAL;2025;350,0
10172,0;OR;18/07/2025;25.337.112/0001-63;0,0;420,0;420,0;420,0;3.3.90.39.19;000071/24;PREGÃO PRESENCIAL;2025;420,0
10173,0;OR;18/07/2025;25.337.112/0001-63;0,0;340,0;340,0;340,0;3.3.90.39.19;000071/24;PREGÃO PRESENCIAL;2025;340,0
10174,0;OR;18/07/2025;44.097.543/0001-44;0,0;425,0;425,0;0,0;3.3.90.39.20;000056/24;PREGÃO PRESENCIAL;2025;425,0
10175,0;OR;18/07/2025;44.097.543/0001-44;0,0;215,0;215,0;0,0;3.3.90.39.20;000056/24;PREGÃO PRESENCIAL;2025;215,0
10176,0;OR;18/07/2025;44.097.543/0001-44;0,0;1665,0;1665,0;0,0;3.3.90.39.20;000056/24;PREGÃO PRESENCIAL;2025;1665,0
10177,0;OR;18/07/2025;44.097.543/0001-44;0,0;1720,0;1720,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;1720,0
10178,0;OR;18/07/2025;44.097.543/0001-44;0,0;2600,0;2600,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;2600,0
10179,0;OR;18/07/2025;44.097.543/0001-44;0,0;1500,0;1500,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;1500,0
10180,0;OR;18/07/2025;44.097.543/0001-44;0,0;2500,0;2500,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;2500,0
10181,0;OR;18/07/2025;44.097.543/0001-44;0,0;1250,0;1250,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;1250,0
10182,0;OR;18/07/2025;44.097.543/0001-44;0,0;1250,0;1250,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;1250,0
10183,0;OR;18/07/2025;44.097.543/0001-44;0,0;3125,0;3125,0;0,0;3.3.90.39.19;000056/24;PREGÃO PRESENCIAL;2025;3125,0
10184,0;OR;18/07/2025;44.097.543/0001-44;0,0;1587,5;1587,5;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;1587,5
10185,0;OR;18/07/2025;44.097.543/0001-44;0,0;625,0;625,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;625,0
10186,0;OR;18/07/2025;44.097.543/0001-44;0,0;625,0;625,0;0,0;3.3.90.39.99;000056/24;PREGÃO PRESENCIAL;2025;625,0
10211,0;OR;21/07/2025;14.842.543/0001-60;0,0;1899,5;1899,5;0,0;3.3.90.30.07;000054/24;PREGÃO PRESENCIAL;2025;1899,5
10212,0;OR;21/07/2025;14.842.543/0001-60;0,0;2653,67;2653,67;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;2653,67
10214,0;OR;21/07/2025;14.842.543/0001-60;0,0;3240,0;3240,0;0,0;3.3.90.30.07;      /;DISPENSA;2025;3240,0
10215,0;OR;21/07/2025;14.842.543/0001-60;0,0;328,7;328,7;0,0;3.3.90.30.07;000054/24;PREGÃO PRESENCIAL;2025;328,7
10216,0;OR;21/07/2025;14.842.543/0001-60;0,0;2190,0;2190,0;0,0;3.3.90.30.07;      /;DISPENSA;2025;2190,0
10220,0;OR;21/07/2025;14.842.543/0001-60;0,0;1668,9;1668,9;0,0;3.3.90.30.20;000066/25;PREGÃO PRESENCIAL;2025;1668,9
10224,0;OR;21/07/2025;14.842.543/0001-60;0,0;1112,6;1112,6;0,0;3.3.90.30.20;000066/25;PREGÃO PRESENCIAL;2025;1112,6
10227,0;OR;21/07/2025;14.842.543/0001-60;0,0;2836,88;2836,88;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;2836,88
10228,0;OR;21/07/2025;14.842.543/0001-60;0,0;1544,55;1544,55;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;1544,55
10230,0;OR;21/07/2025;14.842.543/0001-60;0,0;3077,87;3077,87;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;3077,87
10232,0;OR;21/07/2025;14.842.543/0001-60;0,0;432,2;432,2;432,2;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;432,2
10233,0;OR;21/07/2025;14.842.543/0001-60;0,0;158,0;158,0;158,0;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;158,0
10234,0;OR;21/07/2025;14.842.543/0001-60;0,0;300,4;300,4;300,4;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;300,4
10235,0;OR;21/07/2025;14.842.543/0001-60;0,0;58,4;58,4;58,4;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;58,4
10238,0;OR;21/07/2025;33.589.305/0001-30;0,0;3126,5;3126,5;3126,5;3.3.90.30.36;000100/24;PREGÃO PRESENCIAL;2025;3126,5
10239,0;OR;21/07/2025;33.589.305/0001-30;0,0;4184,25;4184,25;4184,25;3.3.90.30.36;000100/24;PREGÃO PRESENCIAL;2025;4184,25
10240,0;OR;21/07/2025;33.589.305/0001-30;0,0;2012,2;2012,2;2012,2;3.3.90.30.36;000100/24;PREGÃO PRESENCIAL;2025;2012,2
10241,0;OR;21/07/2025;33.589.305/0001-30;0,0;2584,5;2584,5;2584,5;3.3.90.30.36;000100/24;PREGÃO PRESENCIAL;2025;2584,5
10242,0;OR;21/07/2025;33.589.305/0001-30;0,0;2345,24;2345,24;2345,24;3.3.90.30.36;000100/24;PREGÃO PRESENCIAL;2025;2345,24
10243,0;OR;21/07/2025;12.889.035/0002-93;0,0;953,4;953,4;953,4;3.3.90.30.09;000058/25;PREGÃO PRESENCIAL;2025;953,4
10244,0;OR;21/07/2025;07.799.595/0001-36;0,0;3676,5;3676,5;0,0;3.3.90.32.99;000084/24;PREGÃO PRESENCIAL;2025;3676,5
10245,0;OR;21/07/2025;26.717.589/0001-37;0,0;2658,8;2658,8;2658,8;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;2658,8
10246,0;OR;21/07/2025;39.675.968/0001-53;0,0;575,5;575,5;0,0;3.3.90.30.17;000068/24;PREGÃO PRESENCIAL;2025;575,5
10247,0;OR;21/07/2025;26.717.589/0001-37;0,0;1002,95;1002,95;0,0;3.3.90.30.24;000009/25;PREGÃO PRESENCIAL;2025;1002,95
10249,0;OR;21/07/2025;39.675.968/0001-53;0,0;1405,5;1405,5;0,0;3.3.90.30.17;000068/24;PREGÃO PRESENCIAL;2025;1405,5
10250,0;OR;21/07/2025;14.842.543/0001-60;0,0;3052,01;3052,01;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;3052,01
10251,0;OR;21/07/2025;14.842.543/0001-60;0,0;1643,35;1643,35;1643,35;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;1643,35
10253,0;OR;21/07/2025;14.842.543/0001-60;0,0;725,89;725,89;725,89;3.3.90.30.07;000085/24;PREGÃO PRESENCIAL;2025;725,89
10256,0;OR;21/07/2025;14.842.543/0001-60;0,0;4626,92;4626,92;0,0;3.3.90.30.21;000066/25;PREGÃO PRESENCIAL;2025;4626,92
10258,0;OR;22/07/2025;59.271.183/0001-22;0,0;363,7;363,7;363,7;3.3.90.39.16;000028/25;DISPENSA;2025;363,7
10262,0;OR;22/07/2025;59.271.183/0001-22;0,0;2182,2;2182,2;2182,2;3.3.90.39.16;000028/25;DISPENSA;2025;2182,2
10263,0;OR;22/07/2025;59.271.183/0001-22;0,0;1454,8;1454,8;1454,8;3.3.90.39.16;000028/25;DISPENSA;2025;1454,8
10265,0;OR;23/07/2025;12.889.035/0002-93;0,0;279,0;279,0;279,0;3.3.90.30.09;000058/25;PREGÃO PRESENCIAL;2025;279,0
10266,0;OR;23/07/2025;07.452.833/0004-85;0,0;1679,79;1679,79;1679,79;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1679,79
10267,0;OR;23/07/2025;07.452.833/0004-85;0,0;97,17;97,17;97,17;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;97,17
10268,0;OR;23/07/2025;07.452.833/0004-85;0,0;75,34;75,34;75,34;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;75,34
10269,0;OR;23/07/2025;07.452.833/0004-85;0,0;6117,65;6117,65;6117,65;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;6117,65
10271,0;OR;23/07/2025;07.452.833/0004-85;0,0;1402,79;1402,79;1402,79;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1402,79
10274,0;OR;23/07/2025;07.452.833/0004-85;0,0;1920,67;1920,67;1920,67;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1920,67
10276,0;OR;23/07/2025;07.452.833/0004-85;0,0;1629,93;1629,93;1629,93;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1629,93
10277,0;OR;23/07/2025;07.452.833/0004-85;0,0;137,37;137,37;137,37;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;137,37
10279,0;OR;23/07/2025;07.452.833/0004-85;0,0;2528,87;2528,87;2528,87;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2528,87
10280,0;OR;23/07/2025;07.452.833/0004-85;0,0;1346,55;1346,55;1346,55;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1346,55
10282,0;OR;23/07/2025;07.452.833/0004-85;0,0;1673,56;1673,56;1673,56;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1673,56
10283,0;OR;23/07/2025;07.452.833/0004-85;0,0;187,43;187,43;187,43;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;187,43
10285,0;OR;23/07/2025;07.452.833/0004-85;0,0;177,7;177,7;177,7;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;177,7
10287,0;OR;23/07/2025;07.452.833/0004-85;0,0;1117,29;1117,29;1117,29;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1117,29
10288,0;OR;23/07/2025;07.452.833/0004-85;0,0;656,24;656,24;656,24;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;656,24
10289,0;OR;23/07/2025;07.452.833/0004-85;0,0;946,06;946,06;946,06;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;946,06
10291,0;OR;23/07/2025;07.452.833/0004-85;0,0;552,95;552,95;552,95;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;552,95
10292,0;OR;23/07/2025;07.452.833/0004-85;0,0;922,49;922,49;922,49;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;922,49
10293,0;OR;23/07/2025;07.452.833/0004-85;0,0;2056,68;2056,68;2056,68;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2056,68
10294,0;OR;23/07/2025;07.452.833/0004-85;0,0;1114,46;1114,46;1114,46;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1114,46
10295,0;OR;23/07/2025;07.452.833/0004-85;0,0;338,78;338,78;338,78;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;338,78
10296,0;OR;23/07/2025;07.452.833/0004-85;0,0;2045,24;2045,24;2045,24;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2045,24
10297,0;OR;23/07/2025;07.452.833/0004-85;0,0;3619,5;3619,5;3619,5;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;3619,5
10298,0;OR;23/07/2025;07.452.833/0004-85;0,0;59,27;59,27;59,27;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;59,27
10299,0;OR;23/07/2025;07.452.833/0004-85;0,0;6275,34;6275,34;6275,34;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;6275,34
10300,0;OR;23/07/2025;07.452.833/0004-85;0,0;1530,97;1530,97;1530,97;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1530,97
10301,0;OR;23/07/2025;07.452.833/0004-85;0,0;328,51;328,51;328,51;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;328,51
10302,0;OR;23/07/2025;07.452.833/0004-85;0,0;258,34;258,34;258,34;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;258,34
10303,0;OR;23/07/2025;07.452.833/0004-85;0,0;321,99;321,99;321,99;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;321,99
10304,0;OR;23/07/2025;07.452.833/0004-85;0,0;2021,58;2021,58;2021,58;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2021,58
10305,0;OR;23/07/2025;07.452.833/0004-85;0,0;1310,62;1310,62;1310,62;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1310,62
10306,0;OR;23/07/2025;07.452.833/0004-85;0,0;2152,4;2152,4;2152,4;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2152,4
10307,0;OR;23/07/2025;07.452.833/0004-85;0,0;136,23;136,23;136,23;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;136,23
10308,0;OR;23/07/2025;07.452.833/0004-85;0,0;2010,59;2010,59;2010,59;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2010,59
10309,0;OR;23/07/2025;07.452.833/0004-85;0,0;168,09;168,09;168,09;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;168,09
10310,0;OR;23/07/2025;07.452.833/0004-85;0,0;1620,51;1620,51;1620,51;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1620,51
10311,0;OR;23/07/2025;07.452.833/0004-85;0,0;345,66;345,66;345,66;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;345,66
10312,0;OR;23/07/2025;07.452.833/0004-85;0,0;506,8;506,8;506,8;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;506,8
10313,0;OR;23/07/2025;07.452.833/0004-85;0,0;531,56;531,56;531,56;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;531,56
10314,0;OR;23/07/2025;07.452.833/0004-85;0,0;795,83;795,83;795,83;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;795,83
10315,0;OR;23/07/2025;07.452.833/0004-85;0,0;3373,92;3373,92;3373,92;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;3373,92
10316,0;OR;23/07/2025;07.452.833/0004-85;0,0;245,9;245,9;245,9;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;245,9
10317,0;OR;23/07/2025;07.452.833/0004-85;0,0;368,84;368,84;368,84;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;368,84
10318,0;OR;23/07/2025;07.452.833/0004-85;0,0;1756,03;1756,03;1756,03;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1756,03
10319,0;OR;23/07/2025;07.452.833/0004-85;0,0;161,15;161,15;161,15;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;161,15
10320,0;OR;23/07/2025;07.452.833/0004-85;0,0;103,68;103,68;103,68;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;103,68
10321,0;OR;23/07/2025;07.452.833/0004-85;0,0;406,18;406,18;406,18;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;406,18
10322,0;OR;23/07/2025;07.452.833/0004-85;0,0;1136,96;1136,96;1136,96;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1136,96
10323,0;OR;23/07/2025;07.452.833/0004-85;0,0;480,17;480,17;480,17;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;480,17
10324,0;OR;23/07/2025;07.452.833/0004-85;0,0;117,96;117,96;117,96;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;117,96
10325,0;OR;23/07/2025;07.452.833/0004-85;0,0;261,98;261,98;261,98;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;261,98
10326,0;OR;23/07/2025;07.452.833/0004-85;0,0;617,51;617,51;617,51;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;617,51
10327,0;OR;23/07/2025;07.452.833/0004-85;0,0;341,2;341,2;341,2;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;341,2
10328,0;OR;23/07/2025;07.452.833/0004-85;0,0;1642,39;1642,39;1642,39;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1642,39
10329,0;OR;23/07/2025;07.452.833/0004-85;0,0;2444,22;2444,22;2444,22;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;2444,22
10331,0;OR;23/07/2025;07.452.833/0004-85;0,0;1667,78;1667,78;1667,78;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1667,78
10332,0;OR;23/07/2025;07.452.833/0004-85;0,0;251,29;251,29;251,29;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;251,29
10334,0;OR;23/07/2025;07.452.833/0004-85;0,0;503,23;503,23;503,23;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;503,23
10335,0;OR;23/07/2025;07.452.833/0004-85;0,0;281,81;281,81;281,81;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;281,81
10336,0;OR;23/07/2025;07.452.833/0004-85;0,0;237,79;237,79;237,79;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;237,79
10337,0;OR;23/07/2025;07.452.833/0004-85;0,0;148,69;148,69;148,69;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;148,69
10338,0;OR;23/07/2025;07.452.833/0004-85;0,0;256,06;256,06;256,06;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;256,06
10339,0;OR;23/07/2025;07.452.833/0004-85;0,0;1797,79;1797,79;1797,79;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;1797,79
10340,0;OR;23/07/2025;07.452.833/0004-85;0,0;846,76;846,76;846,76;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;846,76
10341,0;OR;23/07/2025;07.452.833/0004-85;0,0;101,89;101,89;101,89;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;101,89
10342,0;OR;23/07/2025;07.452.833/0004-85;0,0;630,66;630,66;630,66;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;630,66
10343,0;OR;23/07/2025;07.452.833/0004-85;0,0;367,59;367,59;367,59;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;367,59
10344,0;OR;23/07/2025;07.452.833/0004-85;0,0;606,55;606,55;606,55;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;606,55
10345,0;OR;23/07/2025;07.452.833/0004-85;0,0;535,18;535,18;535,18;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;535,18
10346,0;OR;23/07/2025;07.452.833/0004-85;0,0;98,21;98,21;98,21;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;98,21
10347,0;OR;23/07/2025;07.452.833/0004-85;0,0;674,58;674,58;674,58;3.3.90.30.01;000079/24;PREGÃO ELETRÔNICO;2025;674,58
