Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000048/25;048;PREGÃO PRESENCIAL;25;10;Homologada  ;25/04/2025;08:30;2.981.967,50;2.344.877,00;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;09/04/2025;25/04/2025;;S;06/05/2026;Art. 28, Lei 14.133/2021;;
000047/25;047;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;9;Anulada     ;23/04/2025;08:30;164.163,42;0,00;Registro de Preço para aquisições de rações caninas, visando atender a demanda do Setor Veterinário e Canil Municipal de Riolândia/SP, com entrega par;07/04/2025;24/04/2025;;S;;Art. 28, Lei 14.133/2021;09/04/2025;23/04/2025
000046/25;046;DISPENSA;25;29;Encerrada   ;07/04/2025;13:00;58.298,00;49.300,00;Aquisição de diversos tipos de madeiras, para atender a demanda da Prefeitura Municipal de Riolândia, com entrega parcelada pelo período de 12 (doze) ;18/03/2025;09/04/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000045/25;045;DISPENSA;25;28;Encerrada   ;04/04/2025;13:00;77.113,44;57.449,25;Contratação de empresa especializada em retífica de motor, para fornecimento de Peças e mão de obra, para atender as necessidades de um ônibus do Seto;19/03/2025;07/04/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000044/25;044;DISPENSA;25;27;Encerrada   ;03/04/2025;08:30;43.335,00;40.000,00;Contratação de empresa especializada em lavagem de carros, para atender a demanda dos veículos do Setor da Saúde do Município de Riolândia/SP, pelo pe;18/03/2025;04/04/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000043/25;043;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;8;Homologada  ;17/04/2025;08:30;104.542,86;90.000,00;Aquisição de um ônibus usado, ano de fabricação 2010 ou superior, para atender às demandas do Município de Riolândia-SP, conforme as especificações té;02/04/2025;25/04/2025;;N;;;07/04/2025;17/04/2025
000042/25;042;DISPENSA;25;26;Encerrada   ;27/03/2025;08:30;20.319,99;19.100,00;Contratação de empresa especializada na montagem e instalação de sombrites, com execução imediata, para cobertura no Paço Municipal e no Centro de Ref;17/03/2025;27/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000041/25;041;DISPENSA;25;25;Encerrada   ;26/03/2025;13:00;61.978,40;60.800,00;Contratação de empresa especializada na prestação de serviços de monitoramento e mapeamento aéreo, através de drones, visando à identificação e contro;11/03/2025;27/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000040/25;040;DISPENSA;25;24;Encerrada   ;24/03/2025;10:00;62.478,91;61.990,50;Contratação de empresa especializada na execução de mão de obra de pintura de sinalização viária com aplicação de microesfera de vidro para manutenção;18/03/2025;24/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000039/25;039;DISPENSA;25;23;Encerrada   ;24/03/2025;09:00;36.882,00;32.760,00;Aquisição de 1800 ovos de Páscoa, com entrega imediata, para atender as necessidades do Fundo Social de Solidariedade do Município de Riolândia-SP, co;13/03/2025;24/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000038/25;038;DISPENSA;25;22;Encerrada   ;24/03/2025;10:00;44.199,05;39.172,50;Aquisição de tintas e solventes visando à execução de sinalização viária para manutenção de ruas e avenidas do Munícipio de Riolândia/SP, com entrega ;18/03/2025;24/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000037/25;037;DISPENSA;25;21;Encerrada   ;19/03/2025;08:30;5.614,91;5.464,90;Contratação de empresa especializada na confecção e montagem de prateleiras para suporte de computadores na sala de tecnologia da EMEB Ruy Malachias d;28/02/2025;19/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000036/25;036;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;7;Homologada  ;04/04/2025;08:30;150.479,40;131.070,00;Registro de Preço de empresa especializada na prestação de serviços de coleta, transporte, tratamento e destinação final dos resíduos gerados pelo set;17/03/2025;04/04/2025;;S;11/04/2026;Art. 28, Lei 14.133/2021;20/03/2025;04/04/2025
000035/25;035;PREGÃO PRESENCIAL;25;6;Anulada     ;02/04/2025;08:30;155.125,00;0,00;Registro de Preço de clínica veterinária ou hospital veterinário, para realização de serviço especializado de esterilização de animais machos e fêmeas;12/03/2025;27/03/2025;;S;;Art. 28, Lei 14.133/2021;;
000034/25;034;DISPENSA;25;20;Homologada  ;12/03/2025;08:30;321.040,00;236.000,00;adesão a Ata De Registro De Preços nº 006/2025, originária do Pregão Eletrônico nº 125/2024, Processo Administrativo n° 20930/2024, realizado pela Pre;24/02/2025;12/03/2025;S;S;17/03/2026;Art. 86, § 2º, Lei 14.133/2021;;
000033/25;033;DISPENSA;25;19;Encerrada   ;14/03/2025;08:30;58.773,44;50.000,00;Contratação de empresa especializada na prestação de serviços de locação de uma máquina motoniveladora, visando a conservação e manutenção de estradas;05/03/2025;14/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000032/25;032;INEXIGIBILIDADE;25;7;Homologada  ;13/03/2025;13:05;26.473,57;26.473,57;Contratação de empresa especializada no fornecimento de motor novo, original e compatível com o veículo Fiat Argo, pertencente à frota do Município de;13/03/2025;13/03/2025;;N;;Art. 74, I, Lei 14.133/2021;;
000031/25;031;DISPENSA;25;18;Encerrada   ;13/03/2025;08:00;28.363,10;20.580,00;Aquisição de conjuntos de carteiras e cadeiras escolares visando atender a Educação em Tempo Integral (anos iniciais) e atender as necessidades da EME;06/03/2025;14/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000030/25;030;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;17;Encerrada   ;18/03/2025;08:00;29.534,32;23.918,50;Aquisição de cadeiras e mesas, com entrega imediata, para atender a demanda dos Setores Administrativo, de Finanças e do Gabinete do Município de Riol;27/02/2025;18/03/2025;;N;;Art. 75, II, Lei 14.133/2021;13/03/2025;18/03/2025
000029/25;029;PREGÃO PRESENCIAL;25;5;Homologada  ;24/03/2025;08:30;0,00;140.772,58;Contratação de empresa especializada em locação de estrutura técnica, operacional e prestação de serviços, visando a realização da Festa de Aniversári;11/03/2025;24/03/2025;;N;;Art. 28, Lei 14.133/2021;;
000028/25;028;DISPENSA;25;16;Encerrada   ;24/02/2025;08:00;50.912,40;48.008,40;Contratação de empresa especializada na prestação de serviços de mão de obra de encanador e/ou bombeiro hidráulico sem dedicação exclusiva para manute;21/02/2025;10/03/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000026/25;026;DISPENSA;25;15;Encerrada   ;26/02/2025;09:30;46.880,91;39.529,20;Contratação de empresa especializada em retífica de motor, para fornecimento de Peças e mão de obra, para atender as necessidades de um ônibus escolar;14/02/2025;26/02/2025;;N;;Art. 75, I, Lei 14.133/2021;;
000025/25;025;DISPENSA;25;14;Encerrada   ;21/02/2025;08:30;124.509,27;123.540,00;Contratação de empresa especializada em montagem de motores, para fornecimento de Peças e mão de obra, para atender as necessidades de uma máquina mot;12/02/2025;21/02/2025;;N;;Art. 75, I, Lei 14.133/2021;;
000024/25;024;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;13;Encerrada   ;27/02/2025;08:01;47.803,00;32.300,00;Aquisição de camas empilháveis infantis, com entrega imediata, para atender a demanda da Pré-Escola do Município de Riolândia-SP, conforme descrições ;21/02/2025;27/02/2025;;N;;Art. 75, II, Lei 14.133/2021;24/02/2025;27/02/2025
000023/25;023;INEXIGIBILIDADE;25;6;Homologada  ;18/02/2025;08:30;220.000,00;220.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;31/01/2025;18/02/2025;;N;;Art. 74, II, Lei 14.133/2021;;
000022/25;022;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;12;Encerrada   ;24/02/2025;08:00;26.000,04;21.600,00;Contratação de empresa para a prestação dos serviços de assessoria, capacitação da equipe e apoio técnico na gestão dos Programas de CadÚnico e Bolsa ;11/02/2025;24/02/2025;;N;;Art. 75, II, Lei 14.133/2021;19/02/2025;24/02/2025
000021/25;021;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;11;Encerrada   ;24/02/2025;16:01;21.980,00;13.920,00;Contratação de empresa especializada no fornecimento de kits de higiene bucal, para atender a demanda da Saúde Bucal do Município de Riolândia-SP, nos;18/02/2025;07/03/2025;;N;;Art. 75, II, Lei 14.133/2021;19/02/2025;24/02/2025
000020/25;020;INEXIGIBILIDADE;25;5;Encerrada   ;14/02/2025;09:30;120.000,00;120.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;29/01/2025;14/02/2025;;N;;Art. 74, II, Lei 14.133/2021;;
000019/25;019;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;4;Homologada  ;26/02/2025;08:30;213.186,67;193.800,00;Aquisição de um veículo, novo, zero quilômetro, para uso exclusivo no atendimento das demandas administrativas e operacionais do Gabinete da Prefeitur;12/02/2025;26/02/2025;;N;;Art. 28, Lei 14.133/2021;14/02/2025;26/02/2025
000018/25;018;DISPENSA;25;10;Homologada  ;13/02/2025;08:30;124.880,47;123.976,35;Contratação de empresa especializada em substituição de telhado e serviço de pintura interna para realizar na UBS Dr. Antônio do Município de Riolândi;30/01/2025;13/02/2025;;N;;Art. 75, I, Lei 14.133/2021;;
000017/25;017;DISPENSA;25;9;Homologada  ;12/02/2025;08:30;366.007,48;353.371,31;adesão a Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 002/2024, Processo Licitatório nº 017/2024, firmada entre a empresa NO;31/01/2025;12/02/2025;S;S;13/02/2026;Art. 75, § 7º, Lei 14.133/2021;;
000016/25;016;DISPENSA;25;8;Homologada  ;07/02/2025;08:30;205.737,11;198.417,29;adesão a Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 002/2024, Processo Licitatório nº 017/2024, firmada entre a empresa NO;31/01/2025;07/02/2025;S;S;11/02/2026;Art. 75, § 7º, Lei 14.133/2021;;
000015/25;015;DISPENSA;25;7;Homologada  ;06/02/2025;09:00;349.533,31;302.000,00;Adesão à Ata de Registro de Preços n° 41/2024, firmada com a empresa CB NEWS COMERCIAL LTDA, originária do Pregão Eletrônico nº 046/2024, Processo Adm;29/01/2025;06/02/2025;S;S;10/02/2026;Art. 75, III, Lei 14.133/2021;;
000014/25;014;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;3;Homologada  ;20/02/2025;08:30;1.175.065,87;1.082.350,00;Contratação de empresa especializada no fornecimento de materiais didáticos e recursos pedagógicos, para alunos e professores matriculados na Rede Mun;05/02/2025;20/02/2025;;N;;Art. 28, Lei 14.133/2021;10/02/2025;20/02/2025
000013/25;013;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;6;Homologada  ;12/02/2025;16:01;58.214,00;54.000,00;Aquisição de dois tratores cortadores de grama, para suprir as necessidades do setor de Manutenção dos Serviços Urbanos e de Manutenção das Atividades;06/02/2025;12/02/2025;;N;;Art. 75, II, Lei 14.133/2021;07/02/2025;12/02/2025
000012/25;012;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;2;Homologada  ;14/02/2025;08:30;168.000,00;141.400,00;Aquisição de um veículo zero quilômetro de 7 lugares, para uso exclusivo no atendimento às demandas administrativas e operacionais dos setores da Educ;30/01/2025;14/02/2025;;N;;Art. 28, Lei 14.133/2021;04/02/2025;14/02/2025
000011/25;011;CONCORRÊNCIA ELETRÔNICA (PORTAL DE COMPRAS);25;1;Homologada  ;17/02/2025;08:30;616.818,72;493.500,00;Contratação de empresa especializada em execução de obras, para realização de reforma na escola EMEB. Prof.ª Maria Ap. Dos Santos Franco do Município ;27/01/2025;13/03/2025;;N;;Art. 28, Lei 14.133/2021;03/02/2025;17/02/2025
000010/25;010;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;5;Homologada  ;03/02/2025;08:01;55.599,99;43.497,00;Contratação de serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolândia-SP, compreendendo as ;27/01/2025;03/02/2025;;N;;Art. 75, II, Lei 14.133/2021;29/01/2025;03/02/2025
000009/25;009;PREGÃO PRESENCIAL;25;1;Homologada  ;12/02/2025;08:00;3.279.215,35;2.899.416,84;Registro de Preço para eventuais aquisições de diversos tipos de materiais para construção, visando atender a demanda de diversos setores da Prefeitur;30/01/2025;12/02/2025;;S;19/02/2026;Art. 28, Lei 14.133/2021;;
000008/25;008;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;4;Homologada  ;29/01/2025;16:01;23.026,67;20.700,00;Aquisição de uma moto 0 Km, visando a promoção de incentivo fiscal e sorteio anual de IPTU da Prefeitura Municipal de Riolândia/SP, com entrega imedia;21/01/2025;29/01/2025;;N;;Art. 75, II, Lei 14.133/2021;24/01/2025;29/01/2025
000007/25;007;DISPENSA;25;3;Homologada  ;29/01/2025;08:30;14.250,00;13.250,00;Aquisição de 05 roçadeiras, para suprir as necessidades do setor de Manutenção dos Serviços Urbanos da Prefeitura Municipal de Riolândia/SP, com entre;20/01/2025;29/01/2025;;N;;Art. 75, II, Lei 14.133/2021;;
000006/25;006;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;2;Homologada  ;28/01/2025;08:01;62.460,00;47.370,00;Aquisição de 3.000 sacos de 25kg de massa asfáltica para aplicação a frio, para suprir as necessidades do setor de Manutenção dos Serviços Urbanos da ;21/01/2025;28/01/2025;;N;;Art. 75, II, Lei 14.133/2021;23/01/2025;28/01/2025
000005/25;005;DISPENSA;25;1;Homologada  ;21/01/2025;08:30;58.773,44;58.000,00;Contratação de empresa especializada na prestação de serviços de locação de máquinas pesadas (motoniveladora/patrola), visando a conservação e manuten;07/01/2025;21/01/2025;;N;;Art. 75, I, Lei 14.133/2021;;
000004/25;004;INEXIGIBILIDADE;25;4;Homologada  ;07/01/2025;08:00;120.000,00;120.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;02/01/2025;07/01/2025;;N;;Art. 74, II, Lei 14.133/2021;;
000003/25;003;INEXIGIBILIDADE;25;3;Homologada  ;07/01/2025;08:00;130.000,00;130.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia/SP;02/01/2025;07/01/2025;;N;;Art. 74, II, Lei 14.133/2021;;
000002/25;002;INEXIGIBILIDADE;25;2;Homologada  ;09/01/2025;11:00;90.000,00;90.000,00;Aniversário de Riolândia - Show do Inimigos da HP;02/01/2025;09/01/2025;;N;;Art. 74, II, Lei 14.133/2021;;
000001/25;001;INEXIGIBILIDADE;25;1;Homologada  ;09/01/2025;11:00;290.000,00;290.000,00;Show Aniversário de Riolândia - Diego e Victor Hugo;02/01/2025;09/01/2025;;N;;Art. 74, II, Lei 14.133/2021;;
