Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Artigo/Inciso;Economia Absoluta;Economia Percentual
000097/25;97.0;DISPENSA;25;47;Homologada  ;14/08/2025;269482.01;252073.07;A Adesão Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 004/2024, Processo Licitatório nº 017/2024 tem por objeto a execução d;25/07/2025;14/08/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;17408.940000000002;0.06460149232225187
000096/25;96.0;DISPENSA;25;46;Encerrada   ;11/08/2025;61719.96;58690.0;Contratação de empresa especializada em prestação de serviços de Ouvidoria, com plataforma de canais de atendimento, fornecimento de relatórios, telec;05/08/2025;14/08/2025;;N;Art. 75, II, Lei 14.133/2021;3029.959999999999;0.04909206033186021
000095/25;95.0;CONCORRÊNCIA;25;5;Deserta     ;25/08/2025;12000.0;0.0;Concessão de Uso de Espaço Público, a título oneroso, das dependências destinadas à lanchonete localizada na Praia Municipal de Riolândia, para a expl;12/08/2025;25/08/2025;;N;Art. 28, Lei 14.133/2021;12000.0;1.0
000094/25;94.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;31;Homologada  ;20/08/2025;567360.0;267766.0;Registro de Preço para aquisições de produtos de panificação, para suprir as necessidades dos diversos setores da Prefeitura Municipal de Riolândia, c;06/08/2025;20/08/2025;;S;Art. 28, Lei 14.133/2021;299594.0;0.5280492103778905
000093/25;93.0;DISPENSA;25;45;Encerrada   ;07/07/2025;10299.96;9800.0;Contratação de empresa especializada para a aquisição e instalação de mesas e bancos em ardósia para a escola Ruy Malachias do Município de Riolândia/;23/06/2025;09/07/2025;;N;Art. 75, II, Lei 14.133/2021;499.9599999999991;0.048539994330074984
000092/25;92.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;30;Homologada  ;13/08/2025;999952.5;327812.5;Registro de Preço para aquisições de bobinas de plástico para sacos de lixo, para suprir a demanda de diversos setores da Prefeitura Municipal de Riol;29/07/2025;20/08/2025;;S;Art. 28, Lei 14.133/2021;672140.0;0.6721719281665879
000091/25;91.0;DISPENSA;25;44;Encerrada   ;31/07/2025;36610.0;33330.0;Contratação de empresa especializada em pintura e funilaria automotiva para execução de manutenção e revitalização completa de um ônibus do Setor de A;21/07/2025;31/07/2025;;N;Art. 75, II, Lei 14.133/2021;3280.0;0.08959300737503414
000090/25;90.0;DISPENSA;25;43;Encerrada   ;24/07/2025;16420.0;15000.0;Contratação de empresa especializada na montagem e instalação de sombrites, com execução imediata, para cobertura na USF Dr. Antônio Carlos Rodrigues ;11/07/2025;24/07/2025;;N;Art. 75, II, Lei 14.133/2021;1420.0;0.08647990255785627
000089/25;89.0;CONCORRÊNCIA ELETRÔNICA (PORTAL DE COMPRAS);25;4;Homologada  ;07/08/2025;606577.54;494500.0;Contratação de empresa especializada em Execução de Obras para construção de ponte de concreto armado na Estrada Municipal RLD-030, Córrego Cuiabano, ;22/07/2025;15/08/2025;;N;Art. 28, Lei 14.133/2021;112077.54000000004;0.1847703427990427
000088/25;88.0;CONCORRÊNCIA;25;3;Deserta     ;31/07/2025;15800.04;0.0;Concessão de Uso de Espaço Público, a título oneroso, das dependências destinadas à lanchonete localizada na Praia Municipal de Riolândia, para a expl;15/07/2025;31/07/2025;;N;Art. 28, Lei 14.133/2021;15800.04;1.0
000087/25;87.0;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;42;Encerrada   ;23/07/2025;24542.14;16280.0;Aquisição de mesas, cadeiras e armário, com entrega imediata, para atender as necessidades da USF Dr. Antônio Carlos Rodrigues do Município de Riolând;11/07/2025;24/07/2025;;N;Art. 75, II, Lei 14.133/2021;8262.14;0.33665116407941603
000086/25;86.0;PREGÃO PRESENCIAL;25;29;Homologada  ;25/07/2025;460299.24;444039.96;Registro de Preço para a contratação de serviços especializados de produção audiovisual, compreendendo a produção, a captação, a edição e a gravação d;10/07/2025;25/07/2025;;S;Art. 28, Lei 14.133/2021;16259.27999999997;0.035323282306527315
000085/25;85.0;PREGÃO PRESENCIAL;25;28;Homologada  ;24/07/2025;896866.26;164941.3;Registro de Preço de serviços de borracharia para manutenção da frota da Prefeitura Municipal de Riolândia-SP, com execução parcelada pelo período de ;03/07/2025;24/08/2025;;S;Art. 28, inciso I, Lei 14.133/2021;731924.96;0.8160915318634018
000084/25;84.0;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;41;Encerrada   ;14/07/2025;39600.0;31200.0;Aquisição de loções repelentes, com entrega imediata, para atender as necessidades do Setor de Saúde e de Controle de Endemias do Município de Riolând;27/06/2025;21/07/2025;;N;Art. 75, II, Lei 14.133/2021;8400.0;0.21212121212121213
000083/25;83.0;PREGÃO PRESENCIAL;25;27;Homologada  ;17/07/2025;382850.0;378050.0;Registro de Preço para aquisição de laticínios, para atendimento às necessidades do serviço de Merenda Escolar da Rede Municipal de Ensino e programas;30/06/2025;17/07/2025;;S;Art. 28, Lei 14.133/2021;4800.0;0.012537547342301163
000081/25;81.0;INEXIGIBILIDADE;25;12;Homologada  ;01/07/2025;135000.0;135000.0;Contratação de profissional do setor artístico para realização de show na tradicional Festa do Peão do Município de Riolândia-SP, que ocorrerá nos dia;25/06/2025;01/07/2025;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000080/25;80.0;INEXIGIBILIDADE;25;11;Homologada  ;01/07/2025;200000.0;200000.0;Contratação de profissional do setor artístico para realização de show na tradicional Festa do Peão do Município de Riolândia-SP, que ocorrerá nos dia;25/06/2025;01/07/2025;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000079/25;79.0;PREGÃO PRESENCIAL;25;26;Homologada  ;21/07/2025;989244.04;826429.09;A presente contratação tem como objeto o Registro de Preços para fornecimento de Gêneros Alimentícios Perecíveis e Não Perecíveis para atender as nece;18/06/2025;25/07/2025;;S;Art. 28, inciso I, Lei 14.133/2021;162814.95000000007;0.16458522206512366
000078/25;78.0;PREGÃO PRESENCIAL;25;25;Homologada  ;09/07/2025;476092.35;467043.0;Registro de Preço de empresa especializada no fornecimento de toners, cartuchos e cilindros, para suprir as necessidades de diversos setores da Prefei;18/06/2025;09/07/2025;;S;Art. 28, Lei 14.133/2021;9049.349999999977;0.0190075517911598
000077/25;77.0;DISPENSA;25;40;Encerrada   ;25/06/2025;18446.67;15965.0;Contratação de empresa especializada para a substituição de lonas e pintura de ferragens para manutenção de toldos na escola Ruy Malachias do Municípi;11/06/2025;25/06/2025;;N;Art. 75, II, Lei 14.133/2021;2481.6699999999983;0.13453214048931317
000076/25;76.0;DISPENSA;25;39;Encerrada   ;23/06/2025;33200.04;27600.0;Contratação de empresa especializada em prestação de serviços especializados para suporte técnico e estratégico à gestão municipal de saúde, com foco ;11/06/2025;23/06/2025;;N;Art. 75, II, Lei 14.133/2021;5600.040000000001;0.16867570039072244
000075/25;75.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;24;Homologada  ;02/07/2025;110163.33;109500.0;Aquisição de um veículo novo, zero quilômetro, para uso exclusivo no atendimento das demandas administrativas e operacionais do Setor de Saúde da Pref;12/06/2025;02/07/2025;;N;Art. 28, inciso I, Lei 14.133/2021;663.3300000000017;0.006021332143826823
000074/25;74.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;23;Homologada  ;04/07/2025;235875.0;162000.0;Contratação de empresa para a aquisição e execução dos serviços de retirada e instalação de Grama Sintética esportiva conforme especificações técnicas;12/06/2025;04/07/2025;;N;Art. 28, inciso I, Lei 14.133/2021;73875.0;0.31319554848966613
000073/25;73.0;DISPENSA;25;38;Homologada  ;09/06/2025;167011.75;156098.86;Adesão a Ata de Registro de Preços nº 016/2024, ref. Pregão Eletrônico nº 009/2024, Processo Licitatório nº 015/2024, firmada entre a empresa C&F Empr;28/04/2025;09/06/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;10912.890000000014;0.06534204928695145
000072/25;72.0;DISPENSA;25;37;Encerrada   ;10/07/2025;28333.33;20000.0;Contratação de empresa especializada em Auditoria Jurídica e Contábil para a execução de Auditoria Independente durante todo o Processo de Execução do;02/06/2025;10/07/2025;;N;Art. 75, II, Lei 14.133/2021;8333.330000000002;0.2941175640138311
000071/25;71.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;22;Homologada  ;26/06/2025;127100.4;122010.0;Registro de Preço para eventuais aquisições de areia grossa, areia fina, pedra britada 1 e pedrisco, para suprir as necessidades de diversos setores d;05/06/2025;26/07/2025;;S;Art. 28, Lei 14.133/2021;5090.399999999994;0.040050228008723765
000070/25;70.0;INEXIGIBILIDADE;25;10;Encerrada   ;10/06/2025;1350.0;1350.0;Locação de imóvel residencial no Município de Riolândia-SP, para conceder aluguel social pelo período de 3 (três) meses, visando atender família acolh;09/06/2025;10/06/2025;;N;Art. 74, V, Lei 14.133/2021;0.0;0.0
000069/25;69.0;INEXIGIBILIDADE;25;9;Encerrada   ;09/06/2025;33895.99;33895.99;Contratação de Empresa especializada em Auditoria de Obras Públicas para execução de Auditoria Independente, durante todo o Processo de Execução do pr;09/06/2025;08/07/2025;;N;Art. 74, III, Lei 14.133/2021;0.0;0.0
000068/25;68.0;DISPENSA;25;36;Encerrada   ;27/05/2025;20520.0;19800.0;Contratação de empresa especializada em ministrar aulas de dança de salão para o público da melhor idade do município de Riolândia/SP, pelo período de;20/05/2025;30/05/2025;;N;Art. 75, II, Lei 14.133/2021;720.0;0.03508771929824561
000067/25;67.0;PREGÃO PRESENCIAL;25;21;Homologada  ;12/06/2025;263833.5;257250.0;Registro de preço para eventuais aquisições de gás liquefeito de petróleo - GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Pre;27/05/2025;12/06/2025;;S;Art. 28, Lei 14.133/2021;6583.5;0.024953237553229594
000066/25;66.0;PREGÃO PRESENCIAL;25;20;Homologada  ;09/06/2025;892401.97;497236.78;Registro de Preço para eventuais aquisições de gêneros de consumo, utensílios e equipamentos, para atendimento às necessidades de diversos setores da ;23/05/2025;09/06/2025;;S;Art. 28, Lei 14.133/2021;395165.18999999994;0.44281075488885346
000065/25;65.0;PREGÃO PRESENCIAL;25;19;Homologada  ;11/06/2025;819164.88;615900.0;Registro de Preços para contratação de empresa especializada no fornecimento de estrutura técnica, operacional e outros serviços e locações, visando a;27/05/2025;11/06/2025;;S;Art. 28, Lei 14.133/2021;203264.88;0.24813671211099772
000064/25;64.0;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;35;Encerrada   ;27/05/2025;58533.33;30000.0;Contratação de serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolândia-SP, compreendendo as ;19/05/2025;30/05/2025;;N;Art. 75, II, Lei 14.133/2021;28533.33;0.4874714970086274
000063/25;63.0;DISPENSA;25;34;Encerrada   ;19/05/2025;4783.5;4130.0;Aquisição de um switch e um rack de parede para a escola Ruy Malachias, com entrega imediata, conforme descrições constantes no Anexo I - Termo de Ref;09/05/2025;20/05/2025;;N;Art. 75, II, Lei 14.133/2021;653.5;0.13661544893906136
000062/25;62.0;PREGÃO PRESENCIAL;25;18;Homologada  ;29/05/2025;1525466.45;1082523.0;Registro de Preço para eventuais aquisições de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipa;12/05/2025;29/05/2025;;S;Art. 28, Lei 14.133/2021;442943.44999999995;0.2903659074245782
000061/25;61.0;DISPENSA;25;33;Encerrada   ;13/05/2025;59424.63;57998.9;Contratação de empresa especializada para a realização de ações da Rede Municipal de Ensino e demais secretarias municipais a explicitação, por meio d;06/05/2025;13/05/2025;;N;Art. 75, II, Lei 14.133/2021;1425.729999999996;0.02399224025458797
000060/25;60.0;CONCORRÊNCIA ELETRÔNICA (PORTAL DE COMPRAS);25;2;Homologada  ;29/05/2025;993119.61;986000.0;Contratação de empresa especializada em Execução de Obras para realização de Revitalização Urbanística em Praça no Município de Riolândia/SP, com forn;09/05/2025;27/06/2025;;N;Art. 28, Lei 14.133/2021;7119.609999999986;0.007168935069160488
000059/25;59.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;17;Homologada  ;23/05/2025;202166.0;177500.0;Registro de Preços visando a contratação de empresa especializada na confecção e entrega de Próteses Dentárias para atender às necessidades da rede de;08/05/2025;23/05/2025;;S;Art. 28, Lei 14.133/2021;24666.0;0.12200864635992205
000058/25;58.0;PREGÃO PRESENCIAL;25;16;Homologada  ;21/05/2025;3768729.2;1826694.5;Registro de preço para aquisições de medicamentos contidos na Relação Municipal de Medicamentos Essenciais (REMUME), para atender as unidades de saúde;06/05/2025;21/05/2025;;S;Art. 28, Lei 14.133/2021;1942034.7000000002;0.5153022668755293
000057/25;57.0;DISPENSA;25;32;Encerrada   ;06/05/2025;22207.93;21678.0;Aquisição de materiais de artesanato, brinquedos pedagógicos e materiais de papelaria diversos destinados a atividades educativas para a Escola Ruy Ma;28/04/2025;06/05/2025;;N;Art. 75, II, Lei 14.133/2021;529.9300000000003;0.023862196971982542
000056/25;56.0;DISPENSA;25;31;Encerrada   ;25/04/2025;13866.67;11900.0;Contratação de empresa especializada em consultoria para a implantação e operacionalização da PNAB - Política Nacional Aldir Blanc (Lei nº 14.399/2022;22/04/2025;30/04/2025;;N;Art. 75, II, Lei 14.133/2021;1966.67;0.14182712936847852
000055/25;55.0;PREGÃO PRESENCIAL;25;15;Homologada  ;15/05/2025;164163.42;143664.0;Registro de Preços para a Aquisição de Rações Caninas visando atender a demanda do Setor Veterinário e Canil Municipal do Município de Riolândia/SP, c;25/04/2025;15/05/2025;;S;;20499.420000000013;0.1248720330022365
000054/25;54.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;14;Homologada  ;13/05/2025;849077.45;492935.0;Registro de Preço para aquisições de ares-condicionados, para suprir as necessidades das escolas, creches e pré-escola municipais de Riolândia-SP, com;23/04/2025;14/05/2025;;S;Art. 28, Lei 14.133/2021;356142.44999999995;0.41944636499296967
000053/25;53.0;INEXIGIBILIDADE;25;8;Homologada  ;30/04/2025;1050.0;1050.0;Locação de imóvel residencial no Município de Riolândia-SP, para conceder aluguel social pelo período de 3 (três) meses, visando atender família acolh;23/04/2025;30/04/2025;;N;Art. 74, V, Lei 14.133/2021;0.0;0.0
000052/25;52.0;PREGÃO PRESENCIAL;25;13;Homologada  ;12/05/2025;6653634.68;6653634.68;Registro de preço para eventuais aquisições de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetivando o maior;23/04/2025;12/05/2025;;S;Art. 28, Lei 14.133/2021;0.0;0.0
000051/25;51.0;DISPENSA;25;30;Encerrada   ;23/04/2025;58333.34;56000.0;Aquisição de letreiro com a palavra “Riolândia” e mastro com a bandeira do Município, conforme especificações técnicas e quantidades contidas no Anexo;09/04/2025;24/04/2025;;N;Art. 75, II, Lei 14.133/2021;2333.3399999999965;0.04000010971427312
000050/25;50.0;PREGÃO PRESENCIAL;25;12;Em Andamento;05/05/2025;892401.97;0.0;Registro de Preço para eventuais aquisições de gêneros de consumo, utensílios e equipamentos, para atendimento às necessidades de diversos setores da ;14/04/2025;;;S;Art. 28, Lei 14.133/2021;892401.97;1.0
000049/25;49.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;11;Homologada  ;30/04/2025;542542.5;441000.0;Registro de Preço para eventuais aquisições de cestas básicas de alimentos, para suprir a demanda do Fundo Municipal de Assistência e Promoção Social ;09/04/2025;30/05/2025;;S;Art. 28, Lei 14.133/2021;101542.5;0.18716045286774768
000048/25;48.0;PREGÃO PRESENCIAL;25;10;Homologada  ;25/04/2025;2981967.5;2344877.0;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;09/04/2025;25/04/2025;;S;Art. 28, Lei 14.133/2021;637090.5;0.21364770072108433
000047/25;47.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;9;Anulada     ;23/04/2025;164163.42;0.0;Registro de Preço para aquisições de rações caninas, visando atender a demanda do Setor Veterinário e Canil Municipal de Riolândia/SP, com entrega par;07/04/2025;24/04/2025;;S;Art. 28, Lei 14.133/2021;164163.42;1.0
000046/25;46.0;DISPENSA;25;29;Encerrada   ;07/04/2025;58298.0;49300.0;Aquisição de diversos tipos de madeiras, para atender a demanda da Prefeitura Municipal de Riolândia, com entrega parcelada pelo período de 12 (doze) ;18/03/2025;09/04/2025;;N;Art. 75, II, Lei 14.133/2021;8998.0;0.1543449174928814
000045/25;45.0;DISPENSA;25;28;Encerrada   ;04/04/2025;77113.44;57449.25;Contratação de empresa especializada em retífica de motor, para fornecimento de Peças e mão de obra, para atender as necessidades de um ônibus do Seto;19/03/2025;07/04/2025;;N;Art. 75, II, Lei 14.133/2021;19664.190000000002;0.2550034079662378
000044/25;44.0;DISPENSA;25;27;Encerrada   ;03/04/2025;43335.0;40000.0;Contratação de empresa especializada em lavagem de carros, para atender a demanda dos veículos do Setor da Saúde do Município de Riolândia/SP, pelo pe;18/03/2025;04/04/2025;;N;Art. 75, II, Lei 14.133/2021;3335.0;0.07695857851621092
000043/25;43.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;8;Homologada  ;17/04/2025;104542.86;90000.0;Aquisição de um ônibus usado, ano de fabricação 2010 ou superior, para atender às demandas do Município de Riolândia-SP, conforme as especificações té;02/04/2025;25/04/2025;;N;;14542.86;0.13910906971552148
000042/25;42.0;DISPENSA;25;26;Encerrada   ;27/03/2025;20319.99;19100.0;Contratação de empresa especializada na montagem e instalação de sombrites, com execução imediata, para cobertura no Paço Municipal e no Centro de Ref;17/03/2025;27/03/2025;;N;Art. 75, II, Lei 14.133/2021;1219.9900000000016;0.060038907499462425
