Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000078/20;078;DISPENSA;20;27;Homologada  ;16/10/2020;09:00;17.500,00;17.290,00;Contratação de empresa especializada na prestação de serviços de podas em árvores, para atender a demanda do município de Riolândia, com prestação par;24/08/2020;16/10/2020;;N;;Art. 24, II, Lei 8666/93;;
000077/20;077;PREGÃO PRESENCIAL;20;37;Homologada  ;28/10/2020;08:30;472.783,32;472.869,50;Aquisição de Açúcar cristal, Arroz e Óleo de soja para atendimento às necessidades do serviço de merenda escolar da Rede Municipal de Ensino do Municí;15/10/2020;28/10/2020;;S;05/11/2021;;;
000076/20;076;PREGÃO PRESENCIAL;20;36;Homologada  ;27/10/2020;09:00;41.308,00;19.976,00;A presente contratação tem por objeto a aquisição de Kits para Curso de gestantes na área da Saúde do município de Riolândia-SP, pelo período de 12 (d;09/10/2020;27/10/2020;;N;;;;
000075/20;075;DISPENSA;20;26;Homologada  ;30/09/2020;08:00;16.216,67;15.850,00;A aquisição de aparelhos de ar condicionados novos, para suprir as necessidades do setor de Assistência Social da do município de Riolândia, conforme ;19/08/2020;30/09/2020;;N;;Art. 24, II, Lei 8666/93;;
000074/20;074;PREGÃO PRESENCIAL;20;35;Homologada  ;09/10/2020;08:30;151.940,33;147.000,00;Aquisição de equipamento de ultrassom digital, visando suprir as necessidades do município de Riolândia;28/09/2020;09/10/2020;;S;16/01/2021;;;
000073/20;073;PREGÃO PRESENCIAL;20;34;Homologada  ;30/09/2020;09:00;100.768,00;88.000,00;Aquisição de 01 (um) veículo 0 km, tipo ambulância, cor branca, ano/modelo mínimo de fabricação 2020, destinado ao uso do Setor da Saúde do município ;17/09/2020;30/09/2020;;N;;;;
000072/20;072;LEILÃO;20;2;Em Andamento;15/09/2020;08:00;86.480,00;0,00;Leilão;28/08/2020;01/10/2020;;N;05 (cinco) dias úteis;Art. 24, II, Lei 8666/93;;
000071/20;071;PREGÃO PRESENCIAL;20;33;Homologada  ;09/09/2020;08:30;211.183,33;201.600,00;Aquisição de 02 (dois) veículos 0 km, destinados ao uso do Setor da Assistência Social do município de Riolândia, conforme especificações do Anexo I –;26/08/2020;09/09/2020;;N;;;;
000070/20;070;PREGÃO PRESENCIAL;20;32;Homologada  ;08/09/2020;08:30;506.812,99;480.117,74;O Registro de Preços para a aquisição de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, ;25/08/2020;08/09/2020;;S;14/09/2021;;;
000069/20;069;DISPENSA;20;25;Homologada  ;18/08/2020;08:00;17.586,67;17.520,00;Contratação de empresa especializada na prestação de serviços de aplicação de sanitizante em prédios públicos e veículos da frota da Prefeitura Munici;04/08/2020;18/08/2020;;N;;Art. 24, II, Lei 8666/93;;
000068/20;068;PREGÃO PRESENCIAL;20;31;Homologada  ;10/09/2020;08:30;147.999,96;60.000,00;O Registro de Preço para a aquisição de massa asfáltica fria (CBUQ fria), para uso do Departamento de Obras e Serviços Municipais da Prefeitura Munici;17/08/2020;10/09/2020;;S;16/09/2021;;;
000067/20;067;DISPENSA;20;24;Homologada  ;13/08/2020;08:00;17.497,32;17.400,00;contratação de empresa especializada em fornecimento de plataforma de videomonitoramento externo, para monitoramento do fluxo de entrada e saída de ve;17/07/2020;13/08/2020;;N;;Art. 24, II, Lei 8666/93;;
000066/20;066;PREGÃO PRESENCIAL;20;30;Homologada  ;24/08/2020;08:30;189.000,00;185.500,00;O registro de preços para a aquisição de equipamentos para laboratório, visando suprir as necessidades do município de Riolândia, conforme quantidades;13/08/2020;24/08/2020;;S;31/08/2021;;;
000065/20;065;DISPENSA;20;23;Homologada  ;07/08/2020;08:00;17.200,00;17.000,00;Contratação de empresa especializada na prestação de serviços de assessoria, treinamento e capacitação para fiscalização e cobrança da licença de uso ;17/07/2020;07/08/2020;;N;;Art. 24, II, Lei 8666/93;;
000064/20;064;PREGÃO PRESENCIAL;20;29;Homologada  ;20/08/2020;08:30;776.592,81;555.115,30;Registro de Preços para a aquisição de gêneros alimentícios não perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Muni;07/08/2020;20/08/2020;;S;27/08/2021;;;
000063/20;063;DISPENSA;20;22;Homologada  ;03/08/2020;09:00;2.556,00;1.080,00;Contratação de empresa especializada em serviços de suporte técnico e manutenção preventiva dos relógios de ponto da Prefeitura Municipal de Riolândia;02/07/2020;03/08/2020;;N;;Art. 24, II, Lei 8666/93;;
000062/20;062;DISPENSA;20;21;Homologada  ;31/07/2020;08:00;13.120,00;11.400,00;Contratação de empresa especializada na prestação de serviços de fornecimento, implantação, customização, operação e manutenção de funcionamento pleno;26/05/2020;31/07/2020;;N;;Art. 24, II, Lei 8666/93;;
000061/20;061;PREGÃO PRESENCIAL;20;28;Homologada  ;12/08/2020;08:30;1.139.700,00;1.110.000,00;Registro de preço para a aquisição de Óleo Diesel B S-10 para abastecimento direto da frota municipal, através de postos de serviços, pelo período 12 ;30/07/2020;12/08/2020;;S;18/08/2021;;;
000060/20;060;DISPENSA;20;20;Homologada  ;21/07/2020;09:00;8.760,00;6.960,00;Contratação de empresa para fornecimento de sistema informatizado como serviço (SaaS), para a compilação da legislação municipal, com disponibilização;09/06/2020;21/07/2020;;N;;Art. 24, II, Lei 8666/93;;
000059/20;059;PREGÃO PRESENCIAL;20;27;Homologada  ;31/07/2020;08:30;249.491,40;22.500,00;Contratação de empresa especializada em serviços de fornecimento de link de dados por fibra óptica para atender as necessidades de diversos setores da;20/07/2020;13/08/2020;;N;;;;
000058/20;058;PREGÃO PRESENCIAL;20;26;Homologada  ;28/07/2020;08:30;386.220,81;369.787,50;O registro de preços para a contratação de empresa especializada no fornecimento de produtos de panificação, para suprir as necessidades dos diversos ;15/07/2020;28/07/2020;;S;03/08/2021;;;
000057/20;057;PREGÃO PRESENCIAL;20;25;Homologada  ;24/07/2020;08:30;3.737.450,00;2.687.500,00;Aquisição de combustíveis para abastecimento direto da frota municipal, através de postos de serviços;13/07/2020;24/07/2020;;S;30/07/2021;;;
000056/20;056;PREGÃO PRESENCIAL;20;24;Homologada  ;23/07/2020;08:30;626.322,00;616.870,00;Registro de preços para a aquisição de pneus novos, para suprir as necessidades de manutenção da frota dos diversos setores da Prefeitura Municipal de;10/07/2020;23/07/2020;;S;29/07/2021;;;
000055/20;055;PREGÃO PRESENCIAL;20;23;Homologada  ;17/07/2020;08:30;830.828,00;590.441,00;Aquisição de Equipamentos de Proteção Individual – EPI e materiais para a realização de testes para COVID-19, para atender a demanda das Unidades Bási;09/07/2020;17/07/2020;;S;23/01/2021;;;
000054/20;054;PREGÃO PRESENCIAL;20;22;Homologada  ;22/07/2020;08:30;214.934,40;161.390,40;Aquisição de leites especiais e suplementos alimentares, para crianças e adultos com diversos problemas de saúde, inclusive de demanda judicial para o;08/07/2020;22/07/2020;;S;28/07/2021;;;
000053/20;053;PREGÃO PRESENCIAL;20;21;Homologada  ;16/07/2020;08:30;943.341,53;451.741,40;O Registro de preço para à aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde do município de Riolândia, pelo pe;03/07/2020;16/07/2020;;S;22/07/2021;;;
000052/20;052;PREGÃO PRESENCIAL;20;20;Homologada  ;15/07/2020;08:30;427.495,84;415.510,00;A aquisição de 02 (dois) veículos 0 km, destinados ao uso do Setor da Saúde do município de Riolândia;01/07/2020;15/07/2020;;N;;;;
000051/20;051;LEILÃO;20;6;Em Andamento;21/07/2020;08:00;125.680,00;0,00;LEILÃO;06/07/2020;06/08/2020;;N;05 (cinco) dias úteis após o pagamento total do valor arrematado;Art. 24, II, Lei 8666/93;;
000050/20;050;DISPENSA;20;19;Homologada  ;25/06/2020;08:00;10.870,00;9.950,00;Contratação de empresa especializada no fornecimento de estrutura para instalação de Barreira Sanitária no município de Riolândia/SP, em atendimento à;08/06/2020;25/06/2020;;N;;Art. 24, II, Lei 8666/93;;
000049/20;049;DISPENSA;20;18;Homologada  ;23/06/2020;08:00;15.700,00;14.500,00;contratação de empresa especializada em prestação de serviços de promoção de Oficinas para técnicos que visam orientar sobre a música como ferramenta ;27/05/2020;23/06/2020;;N;;Art. 24, II, Lei 8666/93;;
000048/20;048;DISPENSA;20;17;Homologada  ;22/06/2020;08:00;15.700,00;15.000,00;Contratação de empresa especializada na prestação de serviços de totens com dispenser para álcool em gel, para higienização e esterilização das mãos, ;03/06/2020;22/06/2020;;N;;Art. 24, II, Lei 8666/93;;
000047/20;047;DISPENSA;20;16;Homologada  ;22/06/2020;09:00;1.383,33;1.250,00;Contratação de empresa especializada na prestação de serviços de confecção de máscaras de tecido, para atender a demanda dos cursos e projetos da Assi;03/06/2020;22/06/2020;;N;;Art. 24, II, Lei 8666/93;;
000046/20;046;PREGÃO PRESENCIAL;20;19;Homologada  ;23/06/2020;08:30;244.729,93;711.265,00;Aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde e Programas e Projetos da Assistência Social do município de ;08/06/2020;23/06/2020;;S;29/12/2020;;;
000045/20;045;PREGÃO PRESENCIAL;20;18;Homologada  ;22/06/2020;08:30;60.573,12;48.976,30;Registro de preço para aquisição futura e parcelada de alimentos para suprir a demanda do Fundo Social da prefeitura municipal de Riolândia, pelo perí;08/06/2020;22/06/2020;;S;26/06/2021;;;
000044/20;044;PREGÃO PRESENCIAL;20;17;Homologada  ;30/06/2020;08:30;470.066,56;161.330,00;Aquisição de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do município de Riolândia, com entrega;16/06/2020;30/06/2020;;S;06/07/2021;;;
000043/20;043;TOMADA DE PREÇOS;20;2;Homologada  ;27/05/2020;08:30;266.169,34;266.000,00;Contratação de empresa especializada em obras e serviços de engenharia, para a valorização turística e revitalização da Praia Municipal de Riolândia (;11/05/2020;27/05/2020;;N;;;;
000042/20;042;DISPENSA;20;15;Homologada  ;07/05/2020;09:00;3.000,00;3.000,00;Contratação de empresa especializada na prestação de serviços de confecção de máscaras de tecido, para distribuições aos servidores públicos municipai;15/04/2020;07/05/2020;;N;;Art. 24, II, Lei 8666/93;;
000041/20;041;DISPENSA;20;14;Homologada  ;22/04/2020;08:00;13.000,00;13.000,00;Contratação de empresa especializada para a realização de serviços de arqueologia para o licenciamento ambiental do município de Riolândia/SP, em aten;02/03/2020;22/04/2020;;N;;Art. 24, II, Lei 8666/93;;
000040/20;040;PREGÃO PRESENCIAL;20;16;Homologada  ;07/05/2020;08:30;63.134,37;49.280,00;Aquisição de ração canina para atender a demanda do canil municipal de Riolândia;23/04/2020;07/05/2020;;N;;;;
000039/20;039;PREGÃO PRESENCIAL;20;15;Homologada  ;28/04/2020;08:30;178.895,83;119.000,00;Aquisição de cestas básicas de alimentos para o Fundo Municipal de Assistência e Promoção Social da Prefeitura Municipal de Riolândia;13/04/2020;28/04/2020;;S;05/05/2021;;;
000038/20;038;CONVITE;20;5;Homologada  ;17/04/2020;13:45;46.560,00;42.000,00;Contratação de empresa prestadora de serviços especializada em assessoria de imprensa, comunicação institucional e de serviços editoriais para promoçã;31/03/2020;17/04/2020;;N;;;;
000037/20;037;DISPENSA;20;13;Homologada  ;01/04/2020;13:00;38.985,15;38.985,15;Aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde do município de Riolândia, conforme especificações e quantida;23/03/2020;01/04/2020;;N;;Art. 24, IV, Lei 8666/93;;
000036/20;036;DISPENSA;20;12;Homologada  ;01/04/2020;09:00;11.115,00;11.115,00;Aquisição de agendas e cadernos personalizados para atender as necessidades do Setor da Educação, do Município de Riolândia/SP, conforme especificaçõe;04/02/2020;01/04/2020;;N;;Art. 24, II, Lei 8666/93;;
000035/20;035;DISPENSA;20;11;Homologada  ;24/03/2020;09:00;3.725,90;3.725,90;Aquisição de mobiliários para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Riolândia/SP, conforme esp;09/03/2020;24/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000034/20;034;PREGÃO PRESENCIAL;20;14;Homologada  ;06/04/2020;09:00;1.000.000,00;692.800,00;Aquisição de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetivando o maior percentual de desconto sobre a ta;20/03/2020;06/04/2020;;S;13/04/2021;;;
000033/20;033;PREGÃO PRESENCIAL;20;13;Homologada  ;27/04/2020;09:00;86.400,00;69.999,96;Contratação do serviço de coleta regular de resíduos sólidos urbanos no Município de Riolândia, pelo período de 12 (doze) meses.;19/03/2020;27/04/2020;;N;;;;
000032/20;032;DISPENSA;20;10;Homologada  ;17/03/2020;09:00;528,00;528,00;Contratação de empresa especializada em serviços de fornecimento de link de dados por fibra óptica para atender as necessidades do Centro de Referênci;27/02/2020;17/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000031/20;031;DISPENSA;20;9;Homologada  ;13/03/2020;09:00;12.579,00;12.579,00;Aquisição de ovos de páscoa a serem distribuídos aos alunos da rede pública de ensino do município de Riolândia, conforme especificações técnicas e qu;18/02/2020;13/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000029/20;029;DISPENSA;20;8;Homologada  ;06/03/2020;08:00;14.750,00;14.500,00;Aquisição de concreto usinado para atender a demanda da Prefeitura Municipal de Riolândia, conforme especificações técnicas e quantidades contidas no ;13/02/2020;06/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000028/20;028;CONVITE;20;3;Homologada  ;17/03/2020;09:30;12.266,67;7.890,00;Contratação de empresa especializada na prestação de serviços técnicos especializados no planejamento, organização, realização e processamento de Conc;06/03/2020;17/03/2020;;N;;;;
000027/20;027;DISPENSA;20;7;Homologada  ;05/03/2020;08:00;16.720,20;17.490,70;Contratação de empresa especializada na prestação de serviços de fornecimento e instalação de divisórias em gesso acartonado e persianas, para atender;10/02/2020;05/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000026/20;026;PREGÃO PRESENCIAL;20;12;Homologada  ;19/03/2020;09:00;150.467,94;54.951,75;registro de preços visando a aquisição com entrega parcelada, de material esportivo, para manutenção das atividades correlatas desenvolvidas pelos div;06/03/2020;19/03/2020;;S;25/03/2021;;;
000025/20;025;DISPENSA;20;6;Homologada  ;03/03/2020;08:00;4.166,67;3.400,00;Aquisição de bebedouros industriais refrigerados para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Ri;11/02/2020;03/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000024/20;024;CONVITE;20;2;Classificada;12/03/2020;14:15;18.570,00;0,00;Contratação de empresa especializada no fornecimento de estrutura técnica e operacional para realização das festividades em “Comemoração do Aniversári;02/03/2020;;;N;;;;
000023/20;023;DISPENSA;20;5;Homologada  ;03/03/2020;08:00;12.127,06;11.160,01;Aquisição de mobiliários para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Riolândia/SP, conforme esp;03/02/2020;03/03/2020;;N;;Art. 24, II, Lei 8666/93;;
000022/20;022;PREGÃO PRESENCIAL;20;11;Homologada  ;12/03/2020;08:30;381.340,67;366.265,00;O Registro de Preços para a contratação de empresa especializada para prestação de serviços de borracharia para manutenção da frota oficial da prefeit;28/02/2020;12/03/2020;;S;18/03/2021;;;
000021/20;021;PREGÃO PRESENCIAL;20;10;Homologada  ;11/03/2020;08:30;257.595,96;242.709,70;contratação de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de auto elétrica para manutenção preventiva e co;27/02/2020;11/03/2020;;N;;;;
000020/20;020;PREGÃO PRESENCIAL;20;9;Homologada  ;10/03/2020;09:00;163.787,00;146.698,00;Aquisição de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipamentos dos diversos setores da Pre;21/02/2020;10/03/2020;;N;;;;
000019/20;019;INEXIGIBILIDADE;20;4;Homologada  ;20/02/2020;08:00;19.500,00;12.400,00;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/02/2020;20/02/2020;;N;;Art. 25, III, Lei 8666/93;;
000018/20;018;INEXIGIBILIDADE;20;3;Homologada  ;18/02/2020;08:00;20.000,00;15.000,00;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;28/01/2020;18/02/2020;;N;;Art. 25, III, Lei 8666/93;;
000017/20;017;PREGÃO PRESENCIAL;20;8;Homologada  ;13/03/2020;09:00;64.166,67;52.496,50;Contratação de empresa para prestação de serviços de segurança e brigadistas não armados, para atender os diversos eventos a serem realizados pelo mun;12/02/2020;13/03/2020;;S;19/03/2021;;;
000016/20;016;DISPENSA;20;4;Homologada  ;29/01/2020;09:00;8.833,33;7.500,00;Contratação de empresa especializada para elaboração de Levantamento Técnico de Preços de Terras 2.020, do município de Riolândia, em atendimento à In;15/01/2020;07/02/2020;;N;;Art. 24, II, Lei 8666/93;;
000015/20;015;PREGÃO PRESENCIAL;20;7;Homologada  ;20/02/2020;09:00;360.938,32;333.238,00;Aquisição de uniformes (bermuda feminina, bermuda masculina, camiseta, short-saia feminino e tênis) para os estudantes da Rede Pública de Ensino do Mu;07/02/2020;20/02/2020;;N;;;;
000014/20;014;PREGÃO PRESENCIAL;20;6;Homologada  ;21/02/2020;09:00;190.963,33;176.639,00;A aquisição de 02 (dois) veículos 0 km, destinados ao uso do Setor da Saúde do município de Riolândia;05/02/2020;05/03/2020;;N;;;;
000012/20;012;DISPENSA;20;3;Homologada  ;29/01/2020;09:00;14.666,67;14.000,00;Aquisição de Concreto Asfáltico Usinado à Quente (CBUQ – quente), para uso do setor de serviços de obras, infraestrutura da Prefeitura Municipal de Ri;08/01/2020;30/01/2020;;N;;Art. 24, II, Lei 8666/93;;
000011/20;011;PREGÃO PRESENCIAL;20;5;Homologada  ;11/02/2020;09:00;279.699,90;277.500,00;Contratação de empresa especializada para operação e execução de serviços de manutenção preventiva e corretiva do sistema de iluminação pública e orna;28/01/2020;27/02/2020;;N;;;;
000010/20;010;DISPENSA;20;2;Homologada  ;15/01/2020;09:00;12.349,00;11.850,00;Aquisição de conjuntos escolares para atender as necessidades da EMEB “Prefeito Ruy Malachias Ferreira”, da rede publica de ensino do município de Rio;03/01/2020;23/01/2020;;N;;Art. 24, II, Lei 8666/93;;
000009/20;009;INEXIGIBILIDADE;20;2;Homologada  ;20/01/2020;09:00;73.000,00;58.000,00;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/01/2020;20/01/2020;;N;;Art. 25, III, Lei 8666/93;;
000008/20;008;INEXIGIBILIDADE;20;1;Homologada  ;20/01/2020;09:00;211.750,00;163.500,00;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/01/2020;20/01/2020;;N;;Art. 25, III, Lei 8666/93;;
000007/20;007;PREGÃO PRESENCIAL;20;4;Homologada  ;05/02/2020;09:00;91.133,33;89.666,67;Contratação de empresa especializada para procedimentos relacionados a serviços de confecção de próteses dentárias fixas e removíveis, para suprir as ;20/01/2020;05/02/2020;;N;;;;
000006/20;006;CONVITE;20;1;Homologada  ;28/01/2020;09:30;78.667,33;75.230,00;Contratação de empresa especializada para a execução de sondagem, elaboração dos projetos básicos, executivos e de aprovação, bem como o registro do l;16/01/2020;28/01/2020;;N;;;;
000005/20;005;DISPENSA;20;1;Homologada  ;06/01/2020;08:00;5.283,33;3.800,00;Contratação de empresa especializada na prestação de serviços técnicos especializados no planejamento, organização, realização e processamento de Proc;10/12/2019;06/01/2020;;N;;Art. 24, II, Lei 8666/93;;
000004/20;004;PREGÃO PRESENCIAL;20;3;Homologada  ;04/02/2020;09:00;90.030,50;82.929,00;Registro de Preços visando a aquisição de areia grossa e pedra britada 1, para suprir as necessidades de manutenção dos diversos setores da Prefeitura;17/01/2020;04/02/2020;;N;;;;
000003/20;003;TOMADA DE PREÇOS;20;1;Homologada  ;30/01/2020;09:10;375.371,34;368.090,00;Aquisição de materiais didáticos e recursos pedagógicos, para alunos e professores da Educação Infantil (04 Anos e 05 Anos) e do Ensino Fundamental (1;15/01/2020;30/01/2020;;N;15 dias;;;
000002/20;002;PREGÃO PRESENCIAL;20;2;Homologada  ;23/01/2020;08:30;380.917,33;295.268,10;O registro de preços para a aquisição de alimentos perecíveis para projetos e programas da Assistência Social deste Município de Riolândia/SP, com ent;10/01/2020;23/01/2020;;S;29/01/2021;;;
000001/20;001;PREGÃO PRESENCIAL;20;1;Homologada  ;22/01/2020;08:30;1.458.245,90;713.117,40;Registro de preço para a aquisição de materiais de higiene e limpeza para atender a demanda dos diversos setores da Prefeitura Municipal de Riolândia,;09/01/2020;22/01/2020;;S;28/01/2021;;;
