Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000151/22;151;CONVITE;22;24;Homologada  ;27/12/2022;09:30;140.442,74;140.001,49;Contratação de empresa especializada na prestação de serviços especializados de reforma e adaptação, incluido fornecimento de materiais, para implanta;12/12/2022;27/12/2022;;N;;;;
000150/22;150;DISPENSA;22;53;Homologada  ;07/12/2022;08:30;16.166,67;15.000,00;Contratação de empresa especializada no fornecimento de estrutura técnica e operacional, visando a realização da tradicional festa de Ano Novo do Muni;17/11/2022;07/12/2022;;N;;Art. 24, II, Lei 8666/93;;
000149/22;149;DISPENSA;22;52;Homologada  ;06/12/2022;08:30;22.370,34;22.281,00;Aquisição de eletrodomésticos para distribuição aos contribuintes, através de sorteio a ser realizado pela Prefeitura Municipal de Riolândia, atendend;17/10/2022;06/12/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000148/22;148;PREGÃO ELETRÔNICO;22;50;Homologada  ;16/12/2022;08:00;25.664,03;22.281,00;Aquisição de Ar Condicionado, Cadeira, Lavadora e Tablet, para atender as necessidades do Setor de Saúde do Município de Riolândia/SP, com entrega par;02/12/2022;16/12/2022;;N;;;;
000147/22;147;INEXIGIBILIDADE;22;9;Homologada  ;01/12/2022;08:30;80.000,00;80.000,00;Contratação de profissional do setor artístico para realização de show, visando a realização da tradicional festa de Ano Novo do Município de Riolândi;19/10/2022;01/12/2022;;N;;Art. 25, III, Lei 8666/93;;
000146/22;146;DISPENSA;22;1;Homologada  ;29/12/2022;08:30;774.978,00;774.978,00;Aquisição de gêneros alimentícios diretamente da agricultura familiar e do empreendedor familiar rural, destinados a merenda escolar do Município de R;24/11/2022;29/12/2022;;N;;Chamada Publica - Lei Federal 11.947/2009;;
000145/22;145;PREGÃO PRESENCIAL;22;49;Homologada  ;08/12/2022;08:30;1.130.510,90;1.099.700,00;Registro de Preço para eventuais aquisições de kits de materiais escolares, visando a distribuição aos alunos matriculados nas escolas municipais de R;11/11/2022;08/12/2022;;S;16/12/2023;;;
000144/22;144;DISPENSA;22;51;Homologada  ;07/11/2022;09:00;500.692,50;495.000,00;Contratação de serviços de administração, gerenciamento, emissão e fornecimento de documentos de legitimação - Auxílio Alimentação, na forma de cartão;13/10/2022;07/11/2022;;N;;Art. 24, IV, Lei 8666/93;;
000143/22;143;DISPENSA;22;50;Homologada  ;07/11/2022;09:30;11.824,97;10.900,00;Contratação de empresa especializada em organização de eventos, para fornecimento e instalação de mesas, cadeiras e itens de decoração, para que seja ;11/10/2022;07/11/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000142/22;142;DISPENSA;22;49;Homologada  ;07/11/2022;09:00;27.881,40;25.980,00;Aquisição de peças específicas que necessitam os ares-condicionados da escola municipal Maria Aparecida dos Santos Franco do Município de Riolândia-SP;11/10/2022;07/11/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000141/22;141;CONVITE;22;23;Homologada  ;17/11/2022;09:30;99.791,28;101.203,00;Contratação de empresa especializada em retífica de motor, visando o fornecimento de peças e mão de obra, para atender as necessidades de diversos veí;24/10/2022;17/11/2022;;N;;;;
000140/22;140;DISPENSA;22;48;Homologada  ;03/11/2022;08:30;20.503,20;17.256,00;Contratação de empresa especializada em serviços de computação em nuvem, incluindo plataforma de armazenamento de imagens em nuvem em formato White La;10/10/2022;03/11/2022;;N;;Art. 24, II, Lei 8666/93;;
000139/22;139;PREGÃO PRESENCIAL;22;48;Homologada  ;16/11/2022;08:30;119.268,00;110.400,00;Contratação de laboratório de análises clínicas ou empresa especializada para, por demanda, realizar exames laboratoriais de pacientes das Unidades Bá;25/10/2022;16/11/2022;;N;;;;
000138/22;138;DISPENSA;22;47;Homologada  ;25/10/2022;08:30;14.137,50;12.050,00;Contratação de empresa especializada na prestação de serviços de planejamento e execução de Concurso Público no município de Riolândia, conforme espec;11/10/2022;25/10/2022;;N;;Art. 24, II, Lei 8666/93;;
000137/22;137;INEXIGIBILIDADE;22;8;Homologada  ;20/10/2022;08:30;20.000,00;20.000,00;Contratação de carreta itinerante, estilo salão de beleza, equipada, inclusive com acessibilidade, para realizar serviço social de atendimento profiss;14/10/2022;20/10/2022;;N;;Art. 25.  Caput;;
000136/22;136;PREGÃO PRESENCIAL;22;47;Homologada  ;08/11/2022;08:30;229.210,80;147.000,00;Registro de Preços em empresa especializada no fornecimento de areia grossa, areia fina, pedra britada 1 e pedrisco, para suprir as necessidades de di;19/10/2022;08/11/2022;;S;17/11/2023;;;
000135/22;135;PREGÃO PRESENCIAL;22;46;Homologada  ;07/11/2022;08:30;167.213,00;165.650,00;Registro de Preços de clínica veterinária ou hospital veterinário visando à esterilização de animais machos e fêmeas, para controle da população canin;17/10/2022;07/11/2022;;S;16/11/2023;;;
000134/22;134;DISPENSA;22;46;Homologada  ;10/10/2022;10:00;20.359,56;16.230,00;Contratação de empresa especializada no fornecimento de diversos tipos de brinquedos para atender as necessidades do Fundo Social de Solidariedade de ;27/09/2022;10/10/2022;;N;;Art. 24, II, Lei 8666/93;;
000133/22;133;PREGÃO PRESENCIAL;22;45;Homologada  ;18/11/2022;08:30;259.896,85;246.522,80;Registro de Preço de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de mão de obra mecânica, para manutenção p;11/10/2022;18/11/2022;;S;25/11/2023;;;
000132/22;132;PREGÃO PRESENCIAL;22;44;Homologada  ;28/10/2022;08:30;380.411,52;370.000,00;Contratação de empresa especializada na prestação de serviços no ramo de seguros automotivos, com cobertura contra danos materiais resultantes de sini;11/10/2022;28/10/2022;;N;;;;
000131/22;131;DISPENSA;22;45;Homologada  ;07/10/2022;08:30;19.006,00;17.500,00;Contratação de empresa especializada em elaboração de conteúdos e ampla divulgação regional, para realizar propaganda institucional do Município de Ri;27/09/2022;07/10/2022;;N;;Art. 24, II, Lei 8666/93;;
000130/22;130;DISPENSA;22;44;Homologada  ;06/10/2022;08:30;35.400,00;30.000,00;Locação de prédio comercial situado na Avenida 07, nº 1044, Centro, Riolândia/SP, destinado ao uso do Setor de Turismo do Município de Riolândia-SP, p;08/09/2022;06/10/2022;;N;;Art. 24, X, Lei 8666/93;;
000129/22;129;DISPENSA;22;43;Homologada  ;06/10/2022;08:30;19.080,71;17.044,50;Contratação de empresa especializada em fornecimento de uniformes, para atender a demanda do setor da saúde do município de Riolândia/SP, conforme esp;29/08/2022;06/10/2022;;N;;Art. 24, II, Lei 8666/93;;
000128/22;128;DISPENSA;22;42;Homologada  ;05/10/2022;08:30;34.133,44;23.001,60;Contratação de empresa especializada na prestação de serviços de rastreamento, gerenciamento veicular e de velocidade, abrangendo monitoramento via in;02/09/2022;05/10/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000127/22;127;DISPENSA;22;41;Homologada  ;04/10/2022;08:30;16.193,33;15.400,00;Contratação de serviços de passeio com trenzinho, para atender e proporcionar alegria as crianças do Município de Riolândia/SP, conforme especificaçõe;17/09/2022;04/10/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000126/22;126;DISPENSA;22;40;Homologada  ;01/10/2022;08:30;12.362,75;11.222,00;Contratação de empresa especializada em organização de eventos, para fornecimento e instalação de mesas, cadeiras e itens de decoração, para que seja ;08/09/2022;01/10/2022;;N;;Art. 24, II, Lei 8666/93;;
000125/22;125;DISPENSA;22;39;Homologada  ;29/09/2022;08:30;15.464,97;14.850,00;Contratação de empresa especializada em fornecimento e instalação de BRIP (braços de iluminação pública), para atender as necessidades das vias públic;12/09/2022;29/09/2022;;N;;Art. 24, I, Lei 8666/93;;
000124/22;124;CONVITE;22;22;Homologada  ;10/10/2022;09:30;30.135,68;29.530,00;Contratação de empresa especializada no fornecimento de filtros de óleo e combustível, para manutenção de diversos veículos e máquinas da Prefeitura M;22/09/2022;10/10/2022;;N;;;;
000123/22;123;DISPENSA;22;38;Homologada  ;26/09/2022;08:30;33.202,63;30.611,36;Aquisição de Câmeras (IP Internet Protocol), para atender as necessidades do Município de Riolândia-SP, na forma descritiva e requisitos constantes em;02/09/2022;26/09/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000122/22;122;DISPENSA;22;37;Homologada  ;27/09/2022;08:30;9.300,00;7.800,00;Contratação de Empresa para prestação de serviços de apoio técnico junto ao departamento de tributos do Município, destinados para implantação de ferr;01/09/2022;27/09/2022;;N;;Art. 24, II, Lei 8666/93;;
000121/22;121;DISPENSA;22;36;Homologada  ;26/09/2022;08:30;53.460,48;51.240,00;Aquisição de medicações manipuladas, para atender as necessidades das Unidades Básicas de Saúde do Município de Riolândia/SP, pelo período de 12 (doze;05/09/2022;26/09/2022;;N;;Art. 75, II, Lei 14.133/2021;;
000120/22;120;DISPENSA;22;35;Homologada  ;21/09/2022;08:30;20.692,60;20.474,05;Contratação de empresa especializada em serviços de combate e prevenção a incêndio, para atender as necessidades do Centro Comunitário e Quadra do Mun;01/09/2022;21/09/2022;;N;;Art. 24, I, Lei 8666/93;;
000119/22;119;PREGÃO PRESENCIAL;22;43;Homologada  ;29/09/2022;08:00;741.367,76;307.499,09;Registro de preço para eventual aquisição de gêneros de consumo e utensílios, para atendimento às necessidades dos serviços de diversos setores da Pre;09/09/2022;29/09/2022;;S;06/10/2023;;;
000118/22;118;TOMADA DE PREÇOS;22;12;Homologada  ;30/09/2022;09:00;277.774,81;277.774,81;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;;;
000117/22;117;TOMADA DE PREÇOS;22;11;Homologada  ;30/09/2022;08:30;524.965,71;524.965,71;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;;;
000116/22;116;TOMADA DE PREÇOS;22;10;Homologada  ;30/09/2022;08:00;654.663,08;654.663,08;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;08/09/2022;30/09/2022;;N;;;;
000115/22;115;TOMADA DE PREÇOS;22;9;Homologada  ;28/09/2022;08:30;527.573,91;527.573,91;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE PAVIMENTAÇÃO/RECAPEAMENTO DO PAVIMENTO DE VIAS PÚBLICAS, CALÇADAS E SINALIZAÇÃO VIÁRIA, NO MUNICÍP;02/09/2022;28/09/2022;;N;;;;
000114/22;114;PREGÃO PRESENCIAL;22;42;Homologada  ;23/09/2022;08:00;1.181.985,20;812.809,60;Registro de Preço para aquisição de materiais hospitalares, para atender a demanda das Unidades Básicas de Saúde do Município de Riolândia-SP, com ent;05/09/2022;23/09/2022;;S;30/09/2023;;;
000113/22;113;TOMADA DE PREÇOS;22;8;Homologada  ;27/09/2022;08:30;1.000.430,95;990.446,56;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE PAVIMENTAÇÃO/RECAPEAMENTO DO PAVIMENTO DE VIAS PÚBLICAS, CALÇADAS E SINALIZAÇÃO VIÁRIA, NO MUNICÍP;01/09/2022;27/09/2022;;N;;;;
000112/22;112;PREGÃO PRESENCIAL;22;41;Homologada  ;19/09/2022;08:30;724.005,10;423.543,10;Registro de Preço para aquisição futura e parcelada de leites especiais e suplementos alimentares, tendo em vista crianças e adultos com diversos prob;30/08/2022;19/09/2022;;S;26/09/2023;;;
000111/22;111;DISPENSA;22;34;Homologada  ;31/08/2022;08:30;19.898,78;19.012,43;Contratação de empresa especializada em serviços de montagem de estrutura metálica, para atender as necessidades do estádio municipal de Riolândia-SP,;03/08/2022;31/08/2022;;N;;Art. 24, I, Lei 8666/93;;
000110/22;110;INEXIGIBILIDADE;22;7;Homologada  ;31/08/2022;08:30;30.000,00;30.000,00;Contratação de profissional do setor artístico, para realização de show para as festividades do tradicional “Encontro Nordestino” do Município de Riol;04/08/2022;31/08/2022;;N;;Art. 25, III, Lei 8666/93;;
000109/22;109;PREGÃO PRESENCIAL;22;40;Homologada  ;14/09/2022;08:30;922.873,91;860.983,50;Registro de Preço de serviços de borracharia para manutenção da frota oficial da Prefeitura Municipal de Riolândia-SP, pelo período de 12 (doze) meses;26/08/2022;14/09/2022;;S;21/09/2023;;;
